region_id,centerX,centerY,cluster,maxX,minX,maxY,minY
UPMC_c007_v001_r001_reg043,1841,1415,13,1912,1777,1484,1345
UPMC_c007_v001_r001_reg013,2498,1118,0,2574,2314,1257,1012
UPMC_c005_v001_r001_reg010,288,1277,13,364,215,1364,1198
UPMC_c001_v001_r001_reg002,2567,639,5,2653,2432,717,521
UPMC_c005_v001_r001_reg005,1496,1162,1,1550,1437,1217,1102
UPMC_c007_v001_r001_reg032,1847,1582,9,1928,1769,1668,1499
UPMC_c003_v001_r001_reg006,712,315,5,801,550,426,160
UPMC_c002_v001_r001_reg007,48,280,7,128,4,465,210
UPMC_c001_v001_r001_reg030,2640,1153,14,2681,2547,1262,999
UPMC_c003_v001_r001_reg011,871,81,4,941,758,180,4
UPMC_c007_v001_r001_reg049,1157,448,2,1265,1042,547,352
UPMC_c002_v001_r001_reg029,1276,969,8,1366,1203,1047,838
UPMC_c004_v001_r001_reg048,286,750,11,401,150,861,594
UPMC_c005_v001_r001_reg050,503,710,4,572,424,777,655
UPMC_c005_v001_r001_reg060,910,1659,7,1076,789,1826,1532
UPMC_c005_v001_r001_reg050,752,1036,9,826,683,1089,974
UPMC_c007_v001_r001_reg001,578,1124,7,643,508,1200,1032
UPMC_c002_v001_r001_reg004,780,397,2,843,691,467,331
UPMC_c006_v001_r001_reg048,2549,2294,9,2637,2477,2372,2219
UPMC_c002_v001_r001_reg012,521,935,5,640,436,1034,817
UPMC_c001_v001_r001_reg026,1961,277,2,2086,1832,390,198
UPMC_c004_v001_r001_reg043,107,391,7,187,10,500,223
UPMC_c001_v001_r001_reg012,553,1022,10,628,494,1100,952
UPMC_c006_v001_r001_reg064,1995,1687,14,2054,1926,1750,1621
UPMC_c005_v001_r001_reg044,681,682,5,795,567,820,541
UPMC_c005_v001_r001_reg057,2021,150,3,2088,1944,215,69
UPMC_c006_v001_r001_reg064,370,1982,13,425,299,2059,1906
UPMC_c005_v001_r001_reg054,1006,539,9,1082,961,596,464
UPMC_c001_v001_r001_reg004,2371,1324,2,2468,2285,1427,1232
UPMC_c002_v001_r001_reg034,1011,939,12,1123,875,1103,792
UPMC_c001_v001_r001_reg004,330,1858,13,410,214,1917,1760
UPMC_c007_v001_r001_reg042,36,1189,13,107,4,1310,1109
UPMC_c002_v001_r001_reg029,1284,1495,8,1368,1187,1587,1426
UPMC_c007_v001_r001_reg004,586,1034,7,671,467,1120,920
UPMC_c006_v001_r001_reg019,973,2743,1,1020,901,2793,2683
UPMC_c007_v001_r001_reg042,2477,1831,10,2564,2376,1953,1727
UPMC_c005_v001_r001_reg002,1035,249,13,1108,951,321,181
UPMC_c003_v001_r001_reg003,2111,648,6,2240,2013,771,513
UPMC_c005_v001_r001_reg031,844,1051,9,906,799,1113,993
UPMC_c006_v001_r001_reg044,957,725,8,1049,871,806,657
UPMC_c003_v001_r001_reg027,421,894,10,483,349,967,808
UPMC_c005_v001_r001_reg002,693,740,9,750,635,791,674
UPMC_c006_v001_r001_reg031,1154,2886,4,1213,1052,2970,2823
UPMC_c004_v001_r001_reg058,380,1094,3,441,296,1177,1018
UPMC_c005_v001_r001_reg002,1658,1226,3,1728,1589,1287,1170
UPMC_c005_v001_r001_reg016,2049,620,7,2157,1996,701,520
UPMC_c001_v001_r001_reg019,1581,1569,6,1704,1496,1671,1437
UPMC_c003_v001_r001_reg010,801,1025,0,885,647,1173,914
UPMC_c005_v001_r001_reg045,226,1512,3,301,163,1565,1449
UPMC_c004_v001_r001_reg034,2185,1982,3,2252,2115,2013,1916
UPMC_c007_v001_r001_reg002,2269,615,13,2334,2188,683,555
UPMC_c001_v001_r001_reg011,2617,1321,13,2677,2546,1411,1246
UPMC_c007_v001_r001_reg031,1524,1262,3,1606,1445,1342,1162
UPMC_c001_v001_r001_reg012,165,859,10,235,83,940,795
UPMC_c005_v001_r001_reg033,715,596,8,871,645,695,462
UPMC_c001_v001_r001_reg007,1820,1035,11,1950,1742,1163,915
UPMC_c007_v001_r001_reg006,2050,1634,12,2148,1951,1743,1545
UPMC_c007_v001_r001_reg063,2364,1277,7,2463,2268,1363,1191
UPMC_c005_v001_r001_reg035,1196,1093,12,1297,1125,1193,1022
UPMC_c006_v001_r001_reg049,2669,1515,14,2683,2578,1692,1333
UPMC_c007_v001_r001_reg042,328,1761,4,405,251,1821,1692
UPMC_c001_v001_r001_reg021,239,1481,8,313,136,1572,1397
UPMC_c006_v001_r001_reg024,129,987,7,194,70,1067,916
UPMC_c007_v001_r001_reg063,1630,1488,7,1722,1558,1566,1415
UPMC_c005_v001_r001_reg058,2309,1566,3,2412,2212,1662,1449
UPMC_c004_v001_r001_reg025,2663,792,12,2685,2591,984,610
UPMC_c004_v001_r001_reg015,848,1968,4,959,714,2010,1865
UPMC_c006_v001_r001_reg032,597,2144,1,668,544,2197,2067
UPMC_c002_v001_r001_reg025,558,1443,13,715,459,1533,1316
UPMC_c006_v001_r001_reg020,912,1718,10,974,856,1777,1644
UPMC_c001_v001_r001_reg035,2254,196,2,2446,2087,327,4
UPMC_c007_v001_r001_reg013,2516,2010,6,2684,2332,2012,1916
UPMC_c006_v001_r001_reg054,447,1720,10,545,302,1792,1569
UPMC_c001_v001_r001_reg008,1797,221,6,1964,1635,342,76
UPMC_c005_v001_r001_reg002,632,417,3,706,577,488,361
UPMC_c004_v001_r001_reg043,1326,1590,9,1435,1226,1688,1491
UPMC_c007_v001_r001_reg038,708,719,10,818,620,823,643
UPMC_c002_v001_r001_reg019,688,995,10,781,611,1063,921
UPMC_c002_v001_r001_reg003,1557,152,11,1705,1458,236,54
UPMC_c006_v001_r001_reg054,347,1462,1,426,252,1547,1379
UPMC_c006_v001_r001_reg049,238,1256,5,329,166,1349,1146
UPMC_c001_v001_r001_reg029,619,874,7,737,508,959,770
UPMC_c007_v001_r001_reg003,2210,1626,8,2265,2113,1696,1550
UPMC_c005_v001_r001_reg009,2399,865,9,2492,2318,939,777
UPMC_c002_v001_r001_reg019,672,1281,11,841,603,1427,1196
UPMC_c004_v001_r001_reg008,364,1338,13,429,297,1412,1265
UPMC_c001_v001_r001_reg033,2131,1962,12,2314,2015,2011,1868
UPMC_c004_v001_r001_reg008,47,601,0,122,2,787,470
UPMC_c007_v001_r001_reg041,135,467,1,268,50,565,342
UPMC_c001_v001_r001_reg001,317,195,2,460,134,343,26
UPMC_c007_v001_r001_reg011,2242,1674,10,2300,2188,1756,1596
UPMC_c003_v001_r001_reg034,1161,81,12,1291,986,264,4
UPMC_c004_v001_r001_reg057,587,998,10,687,393,1109,880
UPMC_c007_v001_r001_reg012,1016,5,3,1210,845,102,4
UPMC_c007_v001_r001_reg040,1398,1589,2,1562,1240,1729,1433
UPMC_c004_v001_r001_reg011,1004,747,14,1119,927,848,665
UPMC_c003_v001_r001_reg034,1402,1237,12,1591,1265,1414,1061
UPMC_c004_v001_r001_reg022,448,680,3,506,386,755,616
UPMC_c006_v001_r001_reg061,468,2409,5,659,299,2558,2287
UPMC_c006_v001_r001_reg035,2138,2293,1,2219,2051,2382,2161
UPMC_c001_v001_r001_reg019,1765,338,12,1899,1624,438,254
UPMC_c007_v001_r001_reg004,1486,1065,14,1577,1419,1115,1009
UPMC_c005_v001_r001_reg010,1989,1789,8,2092,1923,1871,1665
UPMC_c005_v001_r001_reg002,2538,1082,14,2590,2455,1144,990
UPMC_c006_v001_r001_reg019,1581,2871,7,1633,1520,2948,2822
UPMC_c001_v001_r001_reg030,881,1191,0,973,755,1272,1081
UPMC_c003_v001_r001_reg023,2022,99,10,2131,1920,186,5
UPMC_c004_v001_r001_reg047,1710,980,9,1770,1663,1049,921
UPMC_c006_v001_r001_reg044,683,1863,1,775,620,1931,1786
UPMC_c005_v001_r001_reg058,53,1029,4,114,4,1111,962
UPMC_c006_v001_r001_reg046,805,2283,13,864,751,2353,2217
UPMC_c005_v001_r001_reg017,1849,988,12,1995,1709,1118,826
UPMC_c006_v001_r001_reg062,1054,2528,7,1125,942,2599,2428
UPMC_c005_v001_r001_reg037,1734,808,13,1814,1667,865,725
UPMC_c002_v001_r001_reg021,1605,799,2,1688,1529,909,718
UPMC_c001_v001_r001_reg039,87,605,6,213,64,745,457
UPMC_c004_v001_r001_reg024,2229,425,11,2322,2078,583,306
UPMC_c006_v001_r001_reg035,155,1648,7,249,73,1724,1555
UPMC_c007_v001_r001_reg043,938,1358,4,997,845,1450,1283
UPMC_c004_v001_r001_reg016,2406,598,9,2481,2340,659,527
UPMC_c006_v001_r001_reg044,635,2615,1,701,566,2688,2544
UPMC_c006_v001_r001_reg035,344,1664,4,424,262,1747,1559
UPMC_c007_v001_r001_reg056,620,492,11,764,481,639,361
UPMC_c006_v001_r001_reg044,537,1613,1,619,472,1673,1537
UPMC_c003_v001_r001_reg008,911,1079,10,1049,801,1195,899
UPMC_c004_v001_r001_reg029,391,1567,5,505,243,1711,1445
UPMC_c002_v001_r001_reg024,684,1513,14,753,619,1587,1444
UPMC_c007_v001_r001_reg025,2181,959,11,2286,2096,1022,886
UPMC_c007_v001_r001_reg025,1782,1011,4,1910,1693,1161,883
UPMC_c005_v001_r001_reg005,913,1667,4,990,855,1733,1611
UPMC_c004_v001_r001_reg016,2664,1432,10,2684,2602,1513,1341
UPMC_c005_v001_r001_reg007,1449,538,9,1510,1377,591,472
UPMC_c004_v001_r001_reg038,7,1442,12,87,4,1635,1303
UPMC_c001_v001_r001_reg007,270,920,2,386,201,1026,820
UPMC_c005_v001_r001_reg023,96,1106,9,172,12,1185,1017
UPMC_c003_v001_r001_reg015,912,1026,8,1012,837,1113,929
UPMC_c007_v001_r001_reg041,2367,137,2,2444,2270,253,10
UPMC_c004_v001_r001_reg033,2201,1362,12,2278,2069,1500,1240
UPMC_c006_v001_r001_reg062,740,1978,3,811,666,2069,1930
UPMC_c004_v001_r001_reg012,2560,645,7,2637,2497,701,569
UPMC_c005_v001_r001_reg019,846,1268,12,924,767,1372,1173
UPMC_c004_v001_r001_reg003,1291,176,13,1362,1228,234,116
UPMC_c001_v001_r001_reg005,1180,1058,12,1284,991,1207,906
UPMC_c007_v001_r001_reg006,1896,1214,0,2000,1777,1317,1086
UPMC_c006_v001_r001_reg021,426,1715,9,492,342,1789,1651
UPMC_c007_v001_r001_reg041,874,1374,8,972,775,1466,1271
UPMC_c004_v001_r001_reg013,2122,174,2,2197,2052,234,92
UPMC_c004_v001_r001_reg021,555,1989,7,728,363,2013,1932
UPMC_c005_v001_r001_reg059,2119,175,4,2198,2047,263,72
UPMC_c007_v001_r001_reg025,587,296,7,688,469,374,182
UPMC_c001_v001_r001_reg019,1991,1138,5,2136,1912,1281,1008
UPMC_c006_v001_r001_reg033,1722,1472,1,1770,1647,1527,1393
UPMC_c007_v001_r001_reg031,171,432,7,290,65,578,338
UPMC_c001_v001_r001_reg033,2051,1058,12,2143,1939,1161,910
UPMC_c001_v001_r001_reg007,1639,1773,2,1788,1548,1904,1666
UPMC_c007_v001_r001_reg006,2194,1451,12,2358,2103,1561,1345
UPMC_c003_v001_r001_reg028,1984,346,12,2094,1838,486,219
UPMC_c001_v001_r001_reg030,2571,459,0,2678,2455,599,275
UPMC_c005_v001_r001_reg050,2195,1078,9,2234,2142,1129,1026
UPMC_c007_v001_r001_reg008,934,1039,9,1007,851,1145,950
UPMC_c005_v001_r001_reg053,39,734,4,160,4,927,629
UPMC_c005_v001_r001_reg006,1530,709,1,1598,1465,766,635
UPMC_c006_v001_r001_reg026,1997,1667,13,2057,1926,1725,1590
UPMC_c002_v001_r001_reg014,466,997,5,640,337,1173,832
UPMC_c004_v001_r001_reg024,1768,136,3,1834,1708,207,56
UPMC_c004_v001_r001_reg058,743,102,7,821,667,180,28
UPMC_c006_v001_r001_reg026,1133,579,14,1188,1061,676,527
UPMC_c004_v001_r001_reg052,290,1279,0,432,204,1397,1154
UPMC_c007_v001_r001_reg005,1350,846,12,1438,1213,973,765
UPMC_c002_v001_r001_reg030,1955,286,14,2040,1874,384,201
UPMC_c005_v001_r001_reg035,1805,406,10,1874,1746,454,338
UPMC_c001_v001_r001_reg029,590,1583,0,788,430,1758,1407
UPMC_c006_v001_r001_reg047,2644,2100,13,2684,2569,2224,1924
UPMC_c006_v001_r001_reg048,711,309,13,782,655,373,258
UPMC_c005_v001_r001_reg022,1646,1406,13,1700,1581,1477,1340
UPMC_c003_v001_r001_reg030,2287,1099,10,2372,2209,1190,1015
UPMC_c005_v001_r001_reg010,2025,1986,13,2179,1942,2012,1901
UPMC_c002_v001_r001_reg012,1132,373,14,1196,1033,457,294
UPMC_c006_v001_r001_reg055,692,991,14,778,617,1052,921
UPMC_c001_v001_r001_reg008,1293,1208,6,1400,1168,1328,1082
UPMC_c004_v001_r001_reg057,1601,969,1,1669,1529,1033,895
UPMC_c003_v001_r001_reg010,1599,237,12,1767,1444,346,102
UPMC_c005_v001_r001_reg036,196,1114,10,257,130,1212,1048
UPMC_c007_v001_r001_reg034,2109,1596,8,2230,2014,1716,1506
UPMC_c005_v001_r001_reg006,5,770,2,89,5,962,571
UPMC_c006_v001_r001_reg056,2491,1724,0,2557,2374,1839,1636
UPMC_c004_v001_r001_reg016,2663,1494,1,2684,2606,1636,1341
UPMC_c005_v001_r001_reg051,1322,851,3,1371,1263,903,772
UPMC_c002_v001_r001_reg024,976,1110,12,1125,882,1216,968
UPMC_c004_v001_r001_reg024,2039,1678,0,2179,1951,1763,1550
UPMC_c002_v001_r001_reg003,92,1553,2,175,6,1649,1469
UPMC_c004_v001_r001_reg024,1531,570,8,1611,1468,658,488
UPMC_c001_v001_r001_reg004,6,1653,2,85,6,1844,1456
UPMC_c001_v001_r001_reg036,2660,903,10,2684,2523,1092,728
UPMC_c001_v001_r001_reg022,1059,1868,5,1247,915,1982,1717
UPMC_c005_v001_r001_reg057,2037,541,13,2113,1958,617,449
UPMC_c001_v001_r001_reg016,1092,718,8,1213,1000,780,587
UPMC_c006_v001_r001_reg028,977,1752,0,1045,908,1849,1660
UPMC_c001_v001_r001_reg040,1568,1770,11,1686,1479,1853,1663
UPMC_c001_v001_r001_reg002,1285,264,14,1352,1225,339,189
UPMC_c006_v001_r001_reg056,212,2031,3,287,139,2094,1965
UPMC_c001_v001_r001_reg027,1208,1651,10,1316,1128,1738,1569
UPMC_c005_v001_r001_reg064,1958,1708,4,2055,1842,1816,1594
UPMC_c007_v001_r001_reg029,444,119,7,555,351,222,38
UPMC_c006_v001_r001_reg048,770,2038,10,864,718,2117,1936
UPMC_c007_v001_r001_reg037,1671,1177,2,1764,1609,1250,1102
UPMC_c006_v001_r001_reg044,2072,2166,4,2142,1996,2256,2102
UPMC_c004_v001_r001_reg044,1935,118,4,2025,1851,206,53
UPMC_c003_v001_r001_reg011,446,835,6,597,305,941,689
UPMC_c005_v001_r001_reg005,460,1500,7,531,412,1571,1448
UPMC_c001_v001_r001_reg036,509,257,0,610,391,332,97
UPMC_c001_v001_r001_reg001,461,1223,5,568,353,1331,1100
UPMC_c004_v001_r001_reg011,780,58,5,899,632,147,3
UPMC_c005_v001_r001_reg047,934,32,0,1107,780,132,3
UPMC_c006_v001_r001_reg015,4,1602,0,116,4,1795,1412
UPMC_c004_v001_r001_reg003,2011,1642,2,2164,1859,1787,1501
UPMC_c004_v001_r001_reg021,7,1856,9,80,5,2006,1680
UPMC_c005_v001_r001_reg059,1260,422,7,1364,1137,562,319
UPMC_c001_v001_r001_reg009,2065,1853,5,2171,1949,1970,1760
UPMC_c001_v001_r001_reg029,2134,1307,0,2197,2042,1394,1234
UPMC_c006_v001_r001_reg044,493,600,0,583,405,684,545
UPMC_c005_v001_r001_reg016,611,162,11,763,439,337,12
UPMC_c005_v001_r001_reg002,723,1118,3,795,631,1201,1056
UPMC_c006_v001_r001_reg023,171,2059,13,226,86,2120,1949
UPMC_c001_v001_r001_reg021,789,325,14,923,653,443,211
UPMC_c007_v001_r001_reg034,2329,630,6,2495,2203,758,502
UPMC_c007_v001_r001_reg031,2578,1996,10,2679,2480,2009,1901
UPMC_c005_v001_r001_reg009,2480,1887,9,2556,2409,1941,1799
UPMC_c007_v001_r001_reg032,1780,714,13,1891,1677,801,605
UPMC_c002_v001_r001_reg003,314,980,5,412,186,1058,906
UPMC_c001_v001_r001_reg016,2080,1363,12,2241,1951,1524,1226
UPMC_c005_v001_r001_reg012,1515,30,13,1591,1452,98,3
UPMC_c003_v001_r001_reg023,157,158,14,240,36,267,39
UPMC_c005_v001_r001_reg024,1011,1207,1,1144,928,1284,1072
UPMC_c006_v001_r001_reg025,954,650,13,1011,897,697,584
UPMC_c007_v001_r001_reg019,1409,1879,1,1517,1344,1948,1807
UPMC_c005_v001_r001_reg057,1949,652,3,2036,1866,739,558
UPMC_c006_v001_r001_reg039,856,1594,3,931,796,1696,1522
UPMC_c006_v001_r001_reg032,2471,1936,13,2540,2412,2003,1864
UPMC_c006_v001_r001_reg037,414,2204,7,514,263,2326,2067
UPMC_c006_v001_r001_reg062,1440,1336,14,1531,1361,1423,1260
UPMC_c002_v001_r001_reg004,2674,688,10,2683,2556,856,539
UPMC_c006_v001_r001_reg040,838,1137,10,910,752,1214,1059
UPMC_c005_v001_r001_reg002,24,528,4,116,4,725,365
UPMC_c005_v001_r001_reg002,313,1503,6,505,225,1595,1362
UPMC_c005_v001_r001_reg017,1724,445,13,1803,1652,515,376
UPMC_c001_v001_r001_reg030,551,1993,14,740,404,2011,1895
UPMC_c004_v001_r001_reg034,2045,708,5,2113,1957,790,635
UPMC_c004_v001_r001_reg052,1443,837,14,1548,1295,1013,701
UPMC_c001_v001_r001_reg029,2467,1367,2,2563,2371,1455,1278
UPMC_c006_v001_r001_reg066,974,1758,3,1036,906,1834,1672
UPMC_c004_v001_r001_reg063,994,1846,13,1082,932,1927,1750
UPMC_c005_v001_r001_reg036,2475,1931,0,2567,2360,2012,1777
UPMC_c006_v001_r001_reg026,2152,1753,13,2205,2084,1822,1706
UPMC_c001_v001_r001_reg019,1530,908,12,1623,1417,999,749
UPMC_c005_v001_r001_reg021,1105,1346,13,1173,1017,1416,1282
UPMC_c004_v001_r001_reg015,838,658,9,922,728,756,560
UPMC_c005_v001_r001_reg005,1109,662,4,1171,1041,713,601
UPMC_c006_v001_r001_reg049,738,385,13,883,600,533,266
UPMC_c004_v001_r001_reg022,966,1858,2,1069,881,1967,1784
UPMC_c001_v001_r001_reg026,301,1044,7,379,213,1131,965
UPMC_c001_v001_r001_reg035,683,458,5,779,594,548,347
UPMC_c004_v001_r001_reg011,2015,1210,6,2101,1944,1282,1097
UPMC_c002_v001_r001_reg024,1994,1911,0,2102,1916,2008,1828
UPMC_c006_v001_r001_reg043,1639,381,7,1713,1571,449,313
UPMC_c001_v001_r001_reg017,1720,1142,7,1784,1622,1199,1035
UPMC_c006_v001_r001_reg056,121,1543,9,223,12,1614,1461
UPMC_c005_v001_r001_reg036,983,161,7,1093,912,250,57
UPMC_c006_v001_r001_reg065,1425,1239,13,1485,1362,1304,1180
UPMC_c004_v001_r001_reg003,1446,6,3,1644,1278,72,3
UPMC_c006_v001_r001_reg023,795,617,8,882,701,698,532
UPMC_c006_v001_r001_reg056,1480,2273,9,1573,1403,2381,2212
UPMC_c006_v001_r001_reg023,1529,965,14,1592,1478,1039,894
UPMC_c005_v001_r001_reg053,1482,462,7,1550,1410,534,389
UPMC_c002_v001_r001_reg027,1827,842,13,1890,1763,906,746
UPMC_c002_v001_r001_reg003,386,1134,5,471,271,1206,1037
UPMC_c006_v001_r001_reg044,811,1961,1,887,739,2028,1883
UPMC_c006_v001_r001_reg055,800,945,6,893,726,1025,861
UPMC_c002_v001_r001_reg030,1752,237,13,1852,1643,318,167
UPMC_c007_v001_r001_reg011,2209,1334,9,2275,2144,1387,1272
UPMC_c002_v001_r001_reg013,1382,1526,14,1500,1284,1630,1406
UPMC_c002_v001_r001_reg019,497,1471,2,564,409,1572,1354
UPMC_c007_v001_r001_reg049,829,1970,2,985,689,2010,1806
UPMC_c005_v001_r001_reg044,710,1582,14,801,619,1653,1465
UPMC_c003_v001_r001_reg013,325,1714,10,386,237,1781,1640
UPMC_c003_v001_r001_reg030,1727,1983,14,1917,1546,2009,1890
UPMC_c007_v001_r001_reg001,1817,1745,3,1871,1762,1812,1677
UPMC_c005_v001_r001_reg063,919,946,1,1025,773,1053,775
UPMC_c007_v001_r001_reg050,705,753,2,846,558,867,641
UPMC_c007_v001_r001_reg056,2226,1968,2,2398,2088,2011,1819
UPMC_c005_v001_r001_reg027,637,1674,7,742,531,1785,1551
UPMC_c007_v001_r001_reg056,1957,1462,10,2059,1854,1583,1354
UPMC_c005_v001_r001_reg004,1023,1287,9,1081,967,1352,1235
UPMC_c006_v001_r001_reg066,1056,2175,3,1121,1003,2228,2121
UPMC_c005_v001_r001_reg023,864,675,10,925,817,731,606
UPMC_c006_v001_r001_reg014,1191,2424,1,1251,1128,2492,2342
UPMC_c002_v001_r001_reg026,2195,247,2,2345,2072,392,130
UPMC_c005_v001_r001_reg022,173,1082,14,249,118,1145,977
UPMC_c007_v001_r001_reg040,463,459,11,587,393,569,388
UPMC_c004_v001_r001_reg044,385,1540,4,449,305,1630,1460
UPMC_c001_v001_r001_reg030,1265,1742,3,1358,1174,1806,1656
UPMC_c003_v001_r001_reg022,1736,185,0,1820,1650,252,109
UPMC_c004_v001_r001_reg029,2380,1221,8,2485,2262,1315,1126
UPMC_c001_v001_r001_reg004,158,1028,4,246,63,1097,952
UPMC_c006_v001_r001_reg046,2292,2506,7,2365,2224,2577,2445
UPMC_c002_v001_r001_reg003,2114,1471,8,2218,1982,1572,1337
UPMC_c004_v001_r001_reg012,2517,409,10,2620,2436,557,314
UPMC_c006_v001_r001_reg055,1424,2475,8,1542,1318,2590,2397
UPMC_c001_v001_r001_reg012,316,1696,2,417,243,1764,1585
UPMC_c003_v001_r001_reg013,992,1830,13,1102,908,1919,1698
UPMC_c006_v001_r001_reg025,807,2615,3,897,741,2670,2556
UPMC_c006_v001_r001_reg023,887,1071,8,954,767,1140,986
UPMC_c001_v001_r001_reg008,1815,776,6,1956,1638,957,642
UPMC_c002_v001_r001_reg011,1104,1382,14,1177,1020,1486,1275
UPMC_c005_v001_r001_reg003,577,34,1,729,412,96,4
UPMC_c007_v001_r001_reg035,1521,71,13,1579,1451,150,5
UPMC_c007_v001_r001_reg047,2171,125,4,2362,2007,302,23
UPMC_c005_v001_r001_reg036,689,308,11,822,616,433,169
UPMC_c002_v001_r001_reg035,2017,855,0,2104,1931,958,780
UPMC_c005_v001_r001_reg004,2322,1733,4,2453,2233,1805,1589
UPMC_c002_v001_r001_reg021,1158,1933,3,1254,1034,2011,1846
UPMC_c003_v001_r001_reg010,2134,1926,5,2232,2015,2011,1831
UPMC_c005_v001_r001_reg007,1322,510,10,1414,1264,573,445
UPMC_c002_v001_r001_reg004,245,1867,1,315,187,1930,1804
