region_id,centerX,centerY,cluster,maxX,minX,maxY,minY
UPMC_c003_v001_r001_reg004,590,414,10,664,512,470,339
UPMC_c005_v001_r001_reg019,117,1372,5,171,56,1438,1318
UPMC_c005_v001_r001_reg058,916,1181,9,1000,839,1249,1108
UPMC_c005_v001_r001_reg048,1391,700,10,1493,1264,786,548
UPMC_c007_v001_r001_reg059,299,629,6,436,174,781,467
UPMC_c007_v001_r001_reg058,801,1040,1,873,696,1166,955
UPMC_c003_v001_r001_reg011,2266,1893,10,2391,2174,2000,1764
UPMC_c007_v001_r001_reg058,2107,1207,5,2177,2037,1278,1125
UPMC_c001_v001_r001_reg027,1965,1920,4,2068,1864,2011,1829
UPMC_c003_v001_r001_reg007,1128,1088,1,1214,1010,1185,1008
UPMC_c007_v001_r001_reg009,1195,1040,4,1308,1099,1138,873
UPMC_c005_v001_r001_reg063,538,10,8,709,344,125,4
UPMC_c007_v001_r001_reg049,2164,745,2,2269,2074,816,649
UPMC_c004_v001_r001_reg040,393,1850,11,457,316,1941,1763
UPMC_c006_v001_r001_reg064,698,914,1,802,599,981,806
UPMC_c001_v001_r001_reg011,1596,241,12,1715,1423,385,84
UPMC_c001_v001_r001_reg001,2122,866,4,2248,2014,1014,713
UPMC_c006_v001_r001_reg040,847,1064,9,927,785,1148,990
UPMC_c006_v001_r001_reg019,368,2473,6,444,299,2542,2411
UPMC_c001_v001_r001_reg033,2017,337,3,2184,1881,397,267
UPMC_c004_v001_r001_reg008,611,1871,1,702,553,1963,1813
UPMC_c001_v001_r001_reg031,732,1349,3,831,620,1472,1267
UPMC_c006_v001_r001_reg014,1414,2720,4,1553,1266,2822,2624
UPMC_c005_v001_r001_reg051,2298,1226,1,2351,2232,1296,1174
UPMC_c002_v001_r001_reg003,1101,1568,14,1195,954,1677,1463
UPMC_c006_v001_r001_reg065,1747,871,5,1805,1684,930,800
UPMC_c006_v001_r001_reg036,2536,1251,11,2610,2460,1322,1183
UPMC_c001_v001_r001_reg004,1210,916,2,1324,1130,985,829
UPMC_c006_v001_r001_reg046,2088,2067,3,2144,2009,2129,1995
UPMC_c004_v001_r001_reg027,130,837,7,208,70,888,754
UPMC_c006_v001_r001_reg048,1352,844,5,1494,1200,1019,756
UPMC_c001_v001_r001_reg024,1635,1861,14,1735,1563,1964,1762
UPMC_c006_v001_r001_reg062,683,2521,7,770,592,2592,2442
UPMC_c002_v001_r001_reg028,1235,756,2,1338,1154,844,671
UPMC_c006_v001_r001_reg029,2643,1844,3,2683,2554,1936,1697
UPMC_c001_v001_r001_reg011,2435,959,7,2532,2361,1050,895
UPMC_c006_v001_r001_reg047,612,694,8,703,463,761,505
UPMC_c007_v001_r001_reg060,407,443,8,494,298,569,340
UPMC_c006_v001_r001_reg012,2201,1237,1,2315,2043,1339,1139
UPMC_c007_v001_r001_reg060,1593,1569,12,1711,1442,1704,1447
UPMC_c006_v001_r001_reg060,466,2293,9,536,386,2364,2225
UPMC_c001_v001_r001_reg011,537,1651,6,627,460,1818,1574
UPMC_c005_v001_r001_reg026,177,1768,1,368,8,1852,1586
UPMC_c003_v001_r001_reg030,1585,1374,8,1684,1423,1569,1285
UPMC_c001_v001_r001_reg035,1996,527,8,2106,1861,632,412
UPMC_c007_v001_r001_reg062,615,331,3,713,514,469,228
UPMC_c007_v001_r001_reg001,1445,622,11,1519,1381,682,532
UPMC_c002_v001_r001_reg029,2432,408,2,2509,2357,484,297
UPMC_c004_v001_r001_reg040,2197,179,9,2285,2098,286,103
UPMC_c005_v001_r001_reg063,1062,1180,7,1162,965,1271,1113
UPMC_c005_v001_r001_reg008,1604,636,4,1779,1449,830,469
UPMC_c004_v001_r001_reg029,2113,1059,1,2225,2020,1182,915
UPMC_c002_v001_r001_reg008,2044,507,13,2137,1933,610,429
UPMC_c003_v001_r001_reg017,2543,1207,0,2680,2435,1365,1105
UPMC_c003_v001_r001_reg011,919,435,13,984,846,509,342
UPMC_c001_v001_r001_reg010,1312,502,1,1395,1216,581,378
UPMC_c007_v001_r001_reg018,2146,822,8,2261,1982,1004,678
UPMC_c005_v001_r001_reg060,545,1152,3,652,451,1253,1024
UPMC_c001_v001_r001_reg034,1532,607,14,1644,1407,695,481
UPMC_c003_v001_r001_reg017,1401,932,0,1534,1335,1015,825
UPMC_c002_v001_r001_reg015,9,1577,3,123,8,1766,1389
UPMC_c001_v001_r001_reg036,977,1870,1,1092,853,1978,1727
UPMC_c007_v001_r001_reg034,524,1100,8,631,380,1212,994
UPMC_c001_v001_r001_reg016,1441,589,9,1536,1352,653,487
UPMC_c004_v001_r001_reg047,2403,1399,2,2480,2350,1473,1335
UPMC_c002_v001_r001_reg029,1349,1604,8,1425,1257,1679,1516
UPMC_c002_v001_r001_reg012,686,462,13,794,590,560,312
UPMC_c005_v001_r001_reg018,992,1157,1,1111,829,1244,1054
UPMC_c005_v001_r001_reg037,1513,925,8,1581,1454,1015,827
UPMC_c006_v001_r001_reg038,868,2364,9,932,778,2436,2289
UPMC_c005_v001_r001_reg048,1089,481,10,1202,968,578,396
UPMC_c002_v001_r001_reg028,2334,722,14,2463,2163,816,622
UPMC_c001_v001_r001_reg024,2356,1898,14,2460,2280,1988,1810
UPMC_c003_v001_r001_reg013,1559,1539,8,1706,1395,1668,1400
UPMC_c001_v001_r001_reg015,191,1653,10,332,86,1797,1520
UPMC_c005_v001_r001_reg057,217,1218,7,307,107,1329,1130
UPMC_c005_v001_r001_reg044,2418,458,1,2525,2331,503,342
UPMC_c004_v001_r001_reg020,1325,1079,9,1413,1263,1136,993
UPMC_c006_v001_r001_reg043,706,1419,2,766,651,1487,1350
UPMC_c004_v001_r001_reg034,1161,1375,3,1234,1081,1429,1296
UPMC_c007_v001_r001_reg025,2109,16,8,2295,1930,89,4
UPMC_c001_v001_r001_reg032,785,216,8,873,695,279,146
UPMC_c005_v001_r001_reg031,1599,719,9,1652,1545,802,662
UPMC_c006_v001_r001_reg039,447,2713,2,523,317,2784,2644
UPMC_c006_v001_r001_reg026,1699,1600,8,1763,1626,1666,1531
UPMC_c007_v001_r001_reg034,576,431,14,736,496,514,318
UPMC_c002_v001_r001_reg023,513,561,8,589,446,645,469
UPMC_c007_v001_r001_reg024,87,517,4,195,4,609,422
UPMC_c005_v001_r001_reg053,1922,706,9,1984,1860,752,652
UPMC_c006_v001_r001_reg016,1353,1489,3,1418,1268,1552,1423
UPMC_c006_v001_r001_reg041,1260,2131,5,1319,1204,2211,2067
UPMC_c004_v001_r001_reg002,1226,920,8,1353,1133,1072,799
UPMC_c005_v001_r001_reg036,182,642,1,248,96,708,562
UPMC_c006_v001_r001_reg033,1805,2686,7,1882,1733,2757,2624
UPMC_c001_v001_r001_reg039,873,491,6,971,767,587,385
UPMC_c002_v001_r001_reg029,2309,1846,1,2416,2216,1937,1754
UPMC_c003_v001_r001_reg028,1100,109,14,1184,1013,215,5
UPMC_c007_v001_r001_reg026,611,1467,2,683,526,1533,1358
UPMC_c007_v001_r001_reg008,713,873,9,790,635,977,804
UPMC_c007_v001_r001_reg055,1383,906,2,1443,1332,982,831
UPMC_c006_v001_r001_reg046,1002,220,12,1087,898,325,126
UPMC_c006_v001_r001_reg018,298,186,2,403,216,275,99
UPMC_c004_v001_r001_reg044,1415,758,12,1475,1349,814,705
UPMC_c006_v001_r001_reg044,500,2731,2,639,421,2836,2654
UPMC_c007_v001_r001_reg060,2275,947,1,2474,2135,1070,786
UPMC_c007_v001_r001_reg017,1002,678,8,1085,916,760,567
UPMC_c006_v001_r001_reg022,485,1842,2,559,412,1907,1785
UPMC_c004_v001_r001_reg063,139,459,1,274,81,529,349
UPMC_c007_v001_r001_reg024,4,404,4,94,3,598,328
UPMC_c005_v001_r001_reg036,2102,800,6,2182,2035,864,731
UPMC_c007_v001_r001_reg043,2214,1722,9,2303,2138,1800,1598
UPMC_c007_v001_r001_reg051,1246,1149,9,1308,1173,1211,1080
UPMC_c006_v001_r001_reg018,441,1225,11,503,389,1299,1150
UPMC_c007_v001_r001_reg014,1825,1914,2,1898,1738,2003,1843
UPMC_c005_v001_r001_reg026,1674,1289,14,1797,1541,1481,1132
UPMC_c004_v001_r001_reg050,1251,860,5,1335,1188,930,747
UPMC_c007_v001_r001_reg031,904,1966,6,1037,830,2012,1895
UPMC_c007_v001_r001_reg013,2516,1993,0,2683,2332,2012,1918
UPMC_c007_v001_r001_reg062,1741,880,0,1896,1622,1001,733
UPMC_c002_v001_r001_reg034,577,1508,13,676,528,1575,1430
UPMC_c007_v001_r001_reg042,819,859,9,895,748,925,793
UPMC_c005_v001_r001_reg044,2102,563,8,2188,2025,657,493
UPMC_c003_v001_r001_reg003,68,99,3,215,9,293,5
UPMC_c004_v001_r001_reg047,1868,576,2,1913,1806,635,526
UPMC_c006_v001_r001_reg020,1573,1114,9,1633,1525,1168,1057
UPMC_c001_v001_r001_reg015,105,958,6,185,8,1040,865
UPMC_c006_v001_r001_reg036,2196,802,2,2250,2138,866,738
UPMC_c002_v001_r001_reg022,1269,1901,4,1366,1149,2010,1778
UPMC_c003_v001_r001_reg024,1557,825,1,1641,1474,912,717
UPMC_c002_v001_r001_reg019,2450,1142,14,2545,2273,1228,970
UPMC_c007_v001_r001_reg052,262,952,0,345,181,1048,856
UPMC_c005_v001_r001_reg052,404,852,9,459,348,910,781
UPMC_c006_v001_r001_reg018,69,1437,3,178,5,1527,1356
UPMC_c005_v001_r001_reg026,1930,1387,1,2056,1766,1490,1240
UPMC_c003_v001_r001_reg003,826,455,6,966,813,574,267
UPMC_c001_v001_r001_reg027,506,57,8,686,386,161,4
UPMC_c007_v001_r001_reg021,1305,1798,6,1406,1221,1891,1725
UPMC_c004_v001_r001_reg032,2212,1691,8,2351,2090,1811,1604
UPMC_c006_v001_r001_reg039,1541,1145,9,1615,1460,1219,1080
UPMC_c004_v001_r001_reg037,2241,1025,3,2339,2130,1147,931
UPMC_c003_v001_r001_reg003,1878,137,14,1973,1824,209,47
UPMC_c006_v001_r001_reg025,1628,436,2,1697,1561,501,361
UPMC_c007_v001_r001_reg034,828,1631,14,957,725,1727,1455
UPMC_c004_v001_r001_reg061,619,716,9,696,498,798,610
UPMC_c005_v001_r001_reg016,1052,1178,6,1226,880,1341,984
UPMC_c006_v001_r001_reg050,1535,2784,8,1662,1421,2884,2685
UPMC_c006_v001_r001_reg043,2352,372,8,2533,2299,438,312
UPMC_c005_v001_r001_reg012,1591,59,4,1744,1466,153,3
UPMC_c006_v001_r001_reg017,1603,183,5,1685,1543,231,87
UPMC_c002_v001_r001_reg029,1113,1489,9,1161,1062,1539,1428
UPMC_c006_v001_r001_reg024,1726,2594,9,1780,1668,2651,2542
UPMC_c006_v001_r001_reg014,98,2055,2,154,51,2101,2001
UPMC_c004_v001_r001_reg061,1544,648,9,1631,1442,738,575
UPMC_c004_v001_r001_reg061,743,952,9,856,656,1018,859
UPMC_c001_v001_r001_reg036,2377,1756,8,2496,2184,1919,1574
UPMC_c002_v001_r001_reg029,1831,1403,8,1896,1741,1470,1325
UPMC_c005_v001_r001_reg054,703,510,2,778,638,573,448
UPMC_c001_v001_r001_reg010,1398,1640,1,1466,1291,1707,1577
UPMC_c004_v001_r001_reg038,1638,258,10,1736,1558,323,183
UPMC_c006_v001_r001_reg026,2051,735,8,2131,1987,802,675
UPMC_c004_v001_r001_reg050,1927,1270,9,2006,1860,1354,1200
UPMC_c002_v001_r001_reg009,1466,406,12,1608,1336,596,217
UPMC_c001_v001_r001_reg037,215,1316,10,331,70,1488,1170
UPMC_c001_v001_r001_reg013,2535,987,0,2681,2341,1114,798
UPMC_c002_v001_r001_reg003,841,542,8,916,713,674,422
UPMC_c006_v001_r001_reg033,1292,2979,1,1410,1118,2996,2910
UPMC_c006_v001_r001_reg050,1573,202,14,1696,1416,318,71
UPMC_c005_v001_r001_reg009,244,1491,1,335,160,1566,1374
UPMC_c007_v001_r001_reg007,2033,80,5,2088,1977,139,16
UPMC_c007_v001_r001_reg062,2643,1438,0,2681,2526,1586,1257
UPMC_c002_v001_r001_reg025,2163,443,8,2270,2025,627,343
UPMC_c002_v001_r001_reg018,714,192,6,874,634,366,133
UPMC_c005_v001_r001_reg009,2277,1494,11,2369,2197,1578,1407
UPMC_c006_v001_r001_reg066,1520,2044,1,1598,1419,2151,1924
UPMC_c006_v001_r001_reg043,1037,1194,5,1097,978,1241,1144
UPMC_c006_v001_r001_reg040,1606,339,1,1683,1499,427,255
UPMC_c007_v001_r001_reg055,1244,592,2,1319,1180,681,510
UPMC_c007_v001_r001_reg005,1547,891,4,1623,1465,965,817
UPMC_c005_v001_r001_reg026,2376,360,14,2517,2188,530,195
UPMC_c003_v001_r001_reg010,2670,1608,8,2682,2594,1798,1466
UPMC_c005_v001_r001_reg037,1595,261,3,1669,1514,336,163
UPMC_c005_v001_r001_reg018,1256,1051,2,1341,1182,1156,968
UPMC_c007_v001_r001_reg059,1668,1981,6,1858,1557,1989,1827
UPMC_c005_v001_r001_reg052,421,1797,12,521,343,1878,1719
UPMC_c006_v001_r001_reg066,437,841,5,596,314,965,666
UPMC_c004_v001_r001_reg011,944,6,14,1126,789,128,4
UPMC_c001_v001_r001_reg012,2018,1966,8,2158,1856,2011,1823
UPMC_c005_v001_r001_reg016,1394,1748,14,1588,1210,1878,1578
UPMC_c005_v001_r001_reg055,2390,1756,6,2465,2315,1841,1655
UPMC_c007_v001_r001_reg035,2060,926,3,2117,1997,981,863
UPMC_c007_v001_r001_reg027,1279,1566,6,1353,1176,1671,1485
UPMC_c001_v001_r001_reg012,431,407,5,505,350,483,327
UPMC_c006_v001_r001_reg032,718,1271,3,788,658,1324,1201
UPMC_c004_v001_r001_reg011,1994,1750,0,2152,1892,1862,1643
UPMC_c005_v001_r001_reg016,1007,212,12,1123,892,327,73
UPMC_c001_v001_r001_reg030,2258,1868,1,2364,2167,1955,1774
UPMC_c007_v001_r001_reg002,40,1192,1,172,6,1383,1068
UPMC_c003_v001_r001_reg003,2501,738,8,2555,2375,825,601
UPMC_c002_v001_r001_reg023,638,471,8,753,522,591,358
UPMC_c007_v001_r001_reg057,2398,1750,1,2519,2242,1895,1583
UPMC_c001_v001_r001_reg036,2566,1001,8,2680,2403,1172,901
UPMC_c006_v001_r001_reg033,2098,2328,11,2169,2029,2407,2262
UPMC_c007_v001_r001_reg043,2580,1710,6,2684,2466,1834,1591
UPMC_c003_v001_r001_reg018,1665,1841,10,1802,1572,1987,1729
UPMC_c003_v001_r001_reg004,2051,540,3,2114,1980,612,466
UPMC_c003_v001_r001_reg008,483,885,7,575,415,966,810
UPMC_c003_v001_r001_reg013,2357,1459,12,2481,2209,1655,1343
UPMC_c006_v001_r001_reg024,2010,1407,13,2066,1952,1476,1339
UPMC_c005_v001_r001_reg028,1322,1947,1,1412,1245,2010,1872
UPMC_c006_v001_r001_reg020,2313,1517,2,2374,2259,1577,1458
UPMC_c006_v001_r001_reg050,1322,1226,6,1507,1216,1386,1091
UPMC_c002_v001_r001_reg021,1372,1241,5,1455,1296,1314,1175
UPMC_c007_v001_r001_reg052,1554,871,2,1642,1465,946,762
UPMC_c006_v001_r001_reg054,233,2811,2,283,157,2876,2752
UPMC_c006_v001_r001_reg019,711,431,7,777,654,481,386
UPMC_c006_v001_r001_reg036,30,906,2,111,4,1096,711
UPMC_c002_v001_r001_reg024,851,863,4,1046,688,987,697
UPMC_c007_v001_r001_reg051,2585,450,12,2670,2447,546,303
UPMC_c001_v001_r001_reg019,1283,727,6,1446,1147,895,576
UPMC_c005_v001_r001_reg054,2300,1545,5,2375,2248,1605,1484
UPMC_c005_v001_r001_reg061,159,1119,3,254,79,1195,1029
UPMC_c002_v001_r001_reg003,305,65,14,392,190,194,7
UPMC_c006_v001_r001_reg046,1022,2775,6,1073,957,2835,2728
UPMC_c005_v001_r001_reg033,1450,1302,3,1540,1324,1385,1192
UPMC_c002_v001_r001_reg023,2332,85,1,2443,2170,256,4
UPMC_c007_v001_r001_reg005,1315,1295,8,1368,1263,1360,1235
UPMC_c004_v001_r001_reg014,2494,748,10,2681,2351,835,560
UPMC_c007_v001_r001_reg037,1045,297,12,1124,963,390,177
UPMC_c005_v001_r001_reg055,1929,936,7,2023,1858,1012,868
UPMC_c007_v001_r001_reg021,418,1361,14,566,266,1531,1254
UPMC_c006_v001_r001_reg061,170,1790,14,288,81,1923,1661
UPMC_c007_v001_r001_reg024,274,609,3,357,182,689,511
UPMC_c001_v001_r001_reg040,781,1094,1,897,684,1203,1002
UPMC_c004_v001_r001_reg032,162,1062,9,222,108,1111,1012
UPMC_c002_v001_r001_reg008,1701,1536,9,1797,1641,1593,1435
UPMC_c006_v001_r001_reg034,1303,1196,12,1466,1230,1303,1142
UPMC_c001_v001_r001_reg039,433,1554,14,581,273,1742,1383
UPMC_c005_v001_r001_reg004,146,1196,7,216,87,1262,1140
UPMC_c005_v001_r001_reg033,2143,95,3,2243,2024,180,4
UPMC_c004_v001_r001_reg061,242,960,9,314,159,1025,878
UPMC_c001_v001_r001_reg009,863,1678,3,955,773,1762,1604
UPMC_c005_v001_r001_reg056,989,870,5,1065,884,939,775
UPMC_c005_v001_r001_reg053,1246,302,1,1309,1188,358,241
UPMC_c007_v001_r001_reg008,137,926,13,238,36,1020,820
UPMC_c003_v001_r001_reg020,1691,1504,1,1783,1583,1614,1405
UPMC_c003_v001_r001_reg022,1156,197,5,1238,1081,278,136
UPMC_c001_v001_r001_reg026,1726,1484,13,1839,1640,1561,1399
UPMC_c006_v001_r001_reg025,1345,676,11,1405,1286,741,618
UPMC_c006_v001_r001_reg038,1052,1687,5,1114,986,1757,1617
UPMC_c005_v001_r001_reg049,2072,1077,12,2164,1957,1202,951
UPMC_c004_v001_r001_reg020,171,607,9,261,117,673,539
UPMC_c003_v001_r001_reg034,2225,1265,1,2348,2141,1446,1204
UPMC_c005_v001_r001_reg050,2456,82,9,2515,2414,150,33
UPMC_c001_v001_r001_reg029,2626,1542,1,2680,2532,1740,1410
UPMC_c001_v001_r001_reg015,509,1199,10,668,373,1342,1074
UPMC_c007_v001_r001_reg059,2276,1605,12,2431,2081,1789,1452
UPMC_c003_v001_r001_reg005,2416,904,14,2481,2361,982,831
UPMC_c004_v001_r001_reg038,1109,75,1,1226,1007,200,4
UPMC_c006_v001_r001_reg047,599,458,0,688,507,609,389
UPMC_c005_v001_r001_reg045,1379,1579,13,1573,1184,1733,1422
UPMC_c005_v001_r001_reg015,2084,1129,0,2216,1973,1236,974
UPMC_c006_v001_r001_reg020,2572,1666,7,2623,2523,1719,1615
UPMC_c006_v001_r001_reg037,678,981,5,752,597,1050,913
UPMC_c005_v001_r001_reg053,1743,464,9,1834,1674,517,411
UPMC_c006_v001_r001_reg013,1697,2886,14,1792,1602,2948,2801
UPMC_c006_v001_r001_reg021,2132,1352,9,2186,2081,1412,1283
UPMC_c007_v001_r001_reg025,2268,1753,6,2382,2170,1833,1685
UPMC_c004_v001_r001_reg008,2154,1374,8,2210,2088,1459,1296
UPMC_c006_v001_r001_reg055,2194,2385,1,2269,2124,2451,2307
UPMC_c001_v001_r001_reg005,2272,1608,1,2369,2173,1687,1522
UPMC_c003_v001_r001_reg024,1532,1824,0,1650,1403,1911,1693
UPMC_c005_v001_r001_reg021,1484,1476,9,1553,1418,1524,1410
UPMC_c007_v001_r001_reg017,1358,1355,4,1483,1236,1486,1263
UPMC_c002_v001_r001_reg034,326,1667,2,393,232,1749,1571
UPMC_c001_v001_r001_reg041,1827,1157,6,1925,1718,1298,1028
UPMC_c006_v001_r001_reg039,1929,2105,2,2012,1870,2173,2020
UPMC_c004_v001_r001_reg050,359,1425,7,475,277,1514,1354
