region_id,centerX,centerY,cluster,maxX,minX,maxY,minY
UPMC_c002_v001_r001_reg034,860,332,11,911,800,385,243
UPMC_c005_v001_r001_reg018,1724,1229,6,1819,1602,1404,1070
UPMC_c003_v001_r001_reg005,905,55,9,979,809,126,3
UPMC_c005_v001_r001_reg058,19,853,10,96,4,1034,725
UPMC_c005_v001_r001_reg036,1541,3,0,1734,1366,102,3
UPMC_c003_v001_r001_reg030,2453,1986,5,2611,2266,2010,1863
UPMC_c006_v001_r001_reg018,1865,1349,7,1960,1802,1446,1235
UPMC_c006_v001_r001_reg038,2388,1965,12,2446,2313,2030,1892
UPMC_c005_v001_r001_reg026,1258,394,7,1415,1093,589,249
UPMC_c002_v001_r001_reg007,996,1788,5,1137,881,1921,1660
UPMC_c007_v001_r001_reg006,2059,1387,12,2198,1915,1550,1269
UPMC_c005_v001_r001_reg006,56,368,10,120,3,434,295
UPMC_c005_v001_r001_reg015,1434,1520,11,1583,1313,1668,1406
UPMC_c002_v001_r001_reg034,591,1862,0,718,523,1957,1719
UPMC_c001_v001_r001_reg033,1649,1240,0,1735,1575,1345,1130
UPMC_c001_v001_r001_reg018,1907,1955,4,2028,1819,2013,1857
UPMC_c001_v001_r001_reg010,1549,941,3,1630,1490,1043,846
UPMC_c007_v001_r001_reg042,1493,77,13,1583,1402,154,5
UPMC_c003_v001_r001_reg008,2397,1246,0,2456,2335,1308,1121
UPMC_c006_v001_r001_reg012,495,1788,11,580,409,1862,1691
UPMC_c003_v001_r001_reg020,1398,1188,10,1461,1343,1255,1095
UPMC_c006_v001_r001_reg029,1542,2426,10,1607,1455,2542,2363
UPMC_c006_v001_r001_reg039,2614,1339,3,2683,2541,1433,1245
UPMC_c006_v001_r001_reg050,1807,2663,5,1923,1715,2782,2562
UPMC_c006_v001_r001_reg062,1795,1087,0,1860,1727,1143,1021
UPMC_c007_v001_r001_reg061,966,569,5,1136,844,730,449
UPMC_c002_v001_r001_reg001,2462,730,12,2570,2406,846,636
UPMC_c001_v001_r001_reg009,224,269,12,379,145,427,170
UPMC_c007_v001_r001_reg014,2257,1127,1,2319,2201,1178,1057
UPMC_c003_v001_r001_reg008,442,1495,0,549,329,1585,1440
UPMC_c006_v001_r001_reg021,368,1056,10,422,298,1107,995
UPMC_c002_v001_r001_reg005,587,1856,3,642,526,1921,1779
UPMC_c001_v001_r001_reg017,2380,906,1,2463,2309,979,844
UPMC_c002_v001_r001_reg001,618,528,0,716,526,630,447
UPMC_c002_v001_r001_reg034,250,1135,4,364,215,1307,980
UPMC_c006_v001_r001_reg041,935,1036,10,1008,868,1098,969
UPMC_c001_v001_r001_reg041,169,1513,9,278,73,1625,1384
UPMC_c004_v001_r001_reg032,2225,1423,3,2337,2110,1520,1313
UPMC_c006_v001_r001_reg024,1913,1479,0,1987,1855,1538,1421
UPMC_c004_v001_r001_reg062,2226,1071,7,2420,2077,1220,892
UPMC_c005_v001_r001_reg049,968,1795,10,1051,875,1889,1674
UPMC_c001_v001_r001_reg036,2360,1468,11,2471,2202,1635,1358
UPMC_c003_v001_r001_reg023,157,1057,11,284,26,1234,959
UPMC_c007_v001_r001_reg017,1378,1239,7,1463,1286,1301,1165
UPMC_c002_v001_r001_reg002,700,657,13,807,513,786,577
UPMC_c006_v001_r001_reg050,1338,1416,3,1464,1234,1580,1300
UPMC_c001_v001_r001_reg007,1753,1311,11,1893,1672,1425,1204
UPMC_c006_v001_r001_reg024,984,413,8,1057,929,468,343
UPMC_c004_v001_r001_reg047,1262,1246,5,1412,1122,1382,1158
UPMC_c005_v001_r001_reg021,723,1516,9,785,653,1599,1442
UPMC_c001_v001_r001_reg040,1445,1126,0,1571,1355,1305,947
UPMC_c001_v001_r001_reg010,905,1026,5,993,812,1105,925
UPMC_c004_v001_r001_reg002,1420,238,7,1546,1299,323,101
UPMC_c007_v001_r001_reg014,1733,1296,2,1791,1657,1369,1237
UPMC_c004_v001_r001_reg012,151,769,3,254,90,844,701
UPMC_c001_v001_r001_reg039,269,1052,5,425,78,1196,909
UPMC_c005_v001_r001_reg006,2240,1334,2,2297,2192,1400,1290
UPMC_c006_v001_r001_reg061,1346,280,2,1433,1253,375,191
UPMC_c007_v001_r001_reg060,1609,1896,2,1727,1430,2007,1740
UPMC_c001_v001_r001_reg028,1261,154,12,1425,1084,300,8
UPMC_c003_v001_r001_reg003,1039,139,13,1104,852,231,45
UPMC_c006_v001_r001_reg038,75,1601,9,132,20,1675,1522
UPMC_c004_v001_r001_reg008,463,978,9,562,337,1079,901
UPMC_c006_v001_r001_reg032,615,647,9,680,564,714,572
UPMC_c004_v001_r001_reg032,157,854,1,216,95,921,782
UPMC_c004_v001_r001_reg061,868,1663,9,971,776,1759,1546
UPMC_c003_v001_r001_reg026,992,1493,3,1061,903,1570,1431
UPMC_c005_v001_r001_reg033,428,293,7,527,344,381,162
UPMC_c005_v001_r001_reg051,2066,421,1,2187,1967,514,323
UPMC_c007_v001_r001_reg018,852,553,7,1026,707,733,407
UPMC_c005_v001_r001_reg018,894,1034,10,972,825,1150,974
UPMC_c007_v001_r001_reg047,1091,1065,2,1170,1009,1157,987
UPMC_c001_v001_r001_reg004,2522,861,2,2604,2444,948,770
UPMC_c007_v001_r001_reg060,1565,706,10,1648,1472,827,621
UPMC_c004_v001_r001_reg020,2107,955,8,2182,2002,1035,848
UPMC_c007_v001_r001_reg063,967,67,6,1054,868,197,3
UPMC_c006_v001_r001_reg032,2095,264,13,2210,1961,340,189
UPMC_c007_v001_r001_reg054,676,264,1,735,615,318,199
UPMC_c006_v001_r001_reg053,269,1869,13,369,203,1970,1780
UPMC_c007_v001_r001_reg015,755,702,9,887,671,797,617
UPMC_c006_v001_r001_reg048,1378,547,9,1448,1296,627,471
UPMC_c001_v001_r001_reg038,2264,642,6,2355,2128,769,510
UPMC_c006_v001_r001_reg044,1390,2416,9,1452,1304,2500,2359
UPMC_c001_v001_r001_reg015,1335,1605,1,1431,1254,1685,1534
UPMC_c001_v001_r001_reg030,710,181,6,799,611,280,87
UPMC_c006_v001_r001_reg054,2032,1996,2,2097,1953,2058,1924
UPMC_c005_v001_r001_reg049,2656,942,13,2684,2576,1098,884
UPMC_c004_v001_r001_reg043,1726,1964,2,1876,1553,2011,1875
UPMC_c001_v001_r001_reg040,1493,309,13,1685,1322,484,121
UPMC_c001_v001_r001_reg013,1721,649,11,1882,1548,816,483
UPMC_c007_v001_r001_reg033,584,905,5,702,490,1027,733
UPMC_c005_v001_r001_reg056,341,694,9,418,270,876,560
UPMC_c007_v001_r001_reg033,1146,139,12,1245,1064,221,40
UPMC_c002_v001_r001_reg028,1953,1059,3,2042,1880,1130,988
UPMC_c007_v001_r001_reg051,1940,1678,2,2048,1866,1763,1592
UPMC_c004_v001_r001_reg061,286,739,1,359,213,807,666
UPMC_c006_v001_r001_reg039,342,1835,2,399,273,1922,1760
UPMC_c007_v001_r001_reg012,360,1549,13,468,245,1666,1455
UPMC_c003_v001_r001_reg022,724,708,3,805,656,776,630
UPMC_c006_v001_r001_reg039,1623,1589,9,1692,1552,1662,1500
UPMC_c004_v001_r001_reg002,385,1551,7,507,322,1687,1401
UPMC_c003_v001_r001_reg025,626,1468,6,749,517,1571,1323
UPMC_c006_v001_r001_reg020,825,774,9,877,758,842,706
UPMC_c007_v001_r001_reg021,985,1462,13,1071,911,1557,1364
UPMC_c001_v001_r001_reg033,2565,1130,0,2676,2462,1230,1020
UPMC_c005_v001_r001_reg015,1658,1883,7,1798,1551,2007,1798
UPMC_c005_v001_r001_reg036,278,741,8,349,214,810,659
UPMC_c004_v001_r001_reg003,2410,612,13,2480,2324,686,479
UPMC_c005_v001_r001_reg045,270,864,0,326,190,935,794
UPMC_c004_v001_r001_reg027,2368,1856,0,2423,2293,1934,1777
UPMC_c003_v001_r001_reg023,139,317,4,250,8,463,226
UPMC_c001_v001_r001_reg033,1568,1465,4,1680,1479,1557,1379
UPMC_c006_v001_r001_reg062,190,2186,9,245,127,2253,2124
UPMC_c006_v001_r001_reg044,948,2571,8,1021,884,2649,2505
UPMC_c003_v001_r001_reg004,1685,116,7,1770,1584,270,63
UPMC_c004_v001_r001_reg014,2067,1358,12,2262,1972,1502,1202
UPMC_c007_v001_r001_reg025,2591,1233,1,2677,2504,1304,1171
UPMC_c005_v001_r001_reg056,244,1045,0,313,130,1241,876
UPMC_c001_v001_r001_reg032,1002,153,4,1097,935,251,66
UPMC_c001_v001_r001_reg014,239,832,1,397,175,917,681
UPMC_c007_v001_r001_reg007,25,1397,6,108,8,1558,1226
UPMC_c004_v001_r001_reg044,2044,272,1,2124,1863,351,204
UPMC_c001_v001_r001_reg037,581,1028,12,683,423,1174,918
UPMC_c003_v001_r001_reg023,1651,58,0,1829,1482,154,6
UPMC_c007_v001_r001_reg029,356,17,0,551,166,122,6
UPMC_c006_v001_r001_reg051,1396,1302,11,1526,1302,1408,1164
UPMC_c003_v001_r001_reg017,1042,1714,5,1172,946,1888,1605
UPMC_c003_v001_r001_reg021,955,1734,6,1066,859,1851,1636
UPMC_c001_v001_r001_reg024,1266,498,13,1340,1132,607,354
UPMC_c006_v001_r001_reg021,1660,2659,3,1732,1602,2728,2596
UPMC_c005_v001_r001_reg053,1850,1022,1,1913,1783,1080,955
UPMC_c003_v001_r001_reg007,2428,194,8,2534,2346,281,110
UPMC_c003_v001_r001_reg020,1293,158,0,1392,1180,261,40
UPMC_c005_v001_r001_reg052,1880,1129,1,1927,1815,1201,1066
UPMC_c005_v001_r001_reg052,1589,1494,10,1648,1513,1553,1432
UPMC_c002_v001_r001_reg005,2567,239,13,2644,2488,327,165
UPMC_c002_v001_r001_reg012,2362,799,12,2521,2237,961,676
UPMC_c005_v001_r001_reg018,1790,1496,6,1987,1662,1598,1343
UPMC_c007_v001_r001_reg057,481,1713,7,608,343,1816,1608
UPMC_c001_v001_r001_reg033,2179,928,5,2288,2087,1029,849
UPMC_c001_v001_r001_reg012,52,959,1,112,4,1117,805
UPMC_c001_v001_r001_reg001,2287,1307,11,2407,2108,1433,1198
UPMC_c006_v001_r001_reg050,874,43,5,1071,707,172,12
UPMC_c003_v001_r001_reg011,2031,124,4,2109,1858,263,14
UPMC_c001_v001_r001_reg022,1451,1430,5,1549,1352,1534,1319
UPMC_c004_v001_r001_reg032,684,360,8,759,620,428,267
UPMC_c004_v001_r001_reg015,1451,1851,10,1550,1379,1928,1766
UPMC_c005_v001_r001_reg018,569,974,13,694,507,1093,882
UPMC_c001_v001_r001_reg040,1532,1027,5,1652,1395,1126,833
UPMC_c002_v001_r001_reg023,1907,1024,4,1975,1828,1107,938
UPMC_c004_v001_r001_reg057,2288,1624,3,2431,2188,1733,1534
UPMC_c007_v001_r001_reg014,2042,1146,3,2098,1965,1196,1079
UPMC_c007_v001_r001_reg063,1568,483,8,1645,1487,544,402
UPMC_c005_v001_r001_reg058,728,672,9,810,656,743,600
UPMC_c007_v001_r001_reg026,368,296,10,448,272,381,202
UPMC_c002_v001_r001_reg032,1317,1366,10,1401,1204,1444,1265
UPMC_c007_v001_r001_reg060,1706,140,1,1798,1614,228,34
UPMC_c002_v001_r001_reg023,761,1990,6,915,572,2012,1880
UPMC_c005_v001_r001_reg008,1760,469,6,1957,1594,551,293
UPMC_c005_v001_r001_reg024,677,869,1,739,595,926,809
UPMC_c006_v001_r001_reg054,2300,1730,9,2375,2168,1875,1634
UPMC_c001_v001_r001_reg001,307,1308,6,392,147,1447,1206
UPMC_c007_v001_r001_reg012,1271,1841,3,1366,1205,1966,1768
UPMC_c006_v001_r001_reg031,1981,2778,13,2041,1933,2839,2714
UPMC_c002_v001_r001_reg035,1722,659,11,1826,1660,710,562
UPMC_c005_v001_r001_reg052,945,764,10,994,890,818,706
UPMC_c007_v001_r001_reg027,1205,1385,13,1321,1124,1473,1303
UPMC_c001_v001_r001_reg037,2478,589,6,2619,2346,714,419
UPMC_c007_v001_r001_reg051,43,294,10,225,7,459,171
UPMC_c001_v001_r001_reg011,612,261,7,752,440,373,87
UPMC_c007_v001_r001_reg032,1598,1779,9,1693,1525,1920,1685
UPMC_c005_v001_r001_reg022,2645,1024,3,2684,2579,1083,898
UPMC_c006_v001_r001_reg063,1773,554,7,1874,1669,634,460
UPMC_c006_v001_r001_reg038,620,1781,7,691,552,1858,1710
UPMC_c007_v001_r001_reg012,446,1935,2,520,374,2005,1820
UPMC_c005_v001_r001_reg036,1201,578,2,1275,1111,665,497
UPMC_c005_v001_r001_reg021,363,1334,0,436,301,1405,1265
UPMC_c004_v001_r001_reg052,2148,1092,13,2272,2043,1205,938
UPMC_c005_v001_r001_reg013,303,127,3,396,195,207,15
UPMC_c004_v001_r001_reg021,292,1293,6,388,156,1399,1138
UPMC_c005_v001_r001_reg013,1789,6,0,1980,1593,86,3
UPMC_c007_v001_r001_reg052,2233,396,13,2308,2162,464,291
UPMC_c005_v001_r001_reg033,440,1603,9,517,335,1682,1496
UPMC_c005_v001_r001_reg024,541,776,10,666,415,892,708
UPMC_c005_v001_r001_reg015,2328,645,5,2461,2183,785,520
UPMC_c005_v001_r001_reg007,1217,436,3,1282,1130,518,372
UPMC_c005_v001_r001_reg051,2675,1164,12,2684,2611,1355,1068
UPMC_c005_v001_r001_reg021,1979,1253,9,2028,1920,1311,1205
UPMC_c006_v001_r001_reg018,1518,832,7,1653,1379,1002,700
UPMC_c007_v001_r001_reg063,1828,255,4,1900,1745,352,185
UPMC_c005_v001_r001_reg005,2263,1509,1,2324,2198,1568,1442
UPMC_c006_v001_r001_reg018,1886,2346,10,1980,1817,2412,2267
UPMC_c006_v001_r001_reg045,1799,2272,2,1859,1733,2327,2218
UPMC_c006_v001_r001_reg020,1103,2939,2,1173,1022,3016,2875
UPMC_c003_v001_r001_reg026,638,1529,0,744,544,1614,1443
UPMC_c007_v001_r001_reg058,2184,1491,13,2280,2085,1592,1393
UPMC_c004_v001_r001_reg003,2474,1713,8,2536,2413,1781,1632
UPMC_c007_v001_r001_reg047,2314,1750,8,2396,2242,1819,1653
UPMC_c005_v001_r001_reg053,2197,681,3,2267,2130,741,608
UPMC_c004_v001_r001_reg008,1445,658,10,1522,1356,732,596
UPMC_c007_v001_r001_reg017,2550,1930,12,2667,2381,2004,1749
UPMC_c001_v001_r001_reg017,249,1587,10,307,203,1648,1531
UPMC_c006_v001_r001_reg060,1621,2163,7,1687,1548,2219,2099
UPMC_c002_v001_r001_reg003,798,1327,5,876,707,1397,1236
UPMC_c004_v001_r001_reg015,2451,1579,10,2532,2382,1694,1504
UPMC_c007_v001_r001_reg046,1261,1213,2,1338,1193,1313,1154
UPMC_c001_v001_r001_reg004,1841,1609,0,1930,1758,1691,1520
UPMC_c001_v001_r001_reg020,991,344,9,1075,912,439,268
UPMC_c006_v001_r001_reg049,2520,1687,14,2616,2368,1780,1570
UPMC_c005_v001_r001_reg045,1099,348,9,1162,1049,409,296
UPMC_c005_v001_r001_reg063,1141,1406,10,1214,1056,1472,1332
UPMC_c006_v001_r001_reg047,670,2375,5,813,543,2537,2205
UPMC_c001_v001_r001_reg012,184,196,10,322,64,345,52
UPMC_c003_v001_r001_reg018,1625,1228,7,1726,1573,1298,1162
UPMC_c004_v001_r001_reg047,1820,880,2,1890,1771,938,799
UPMC_c006_v001_r001_reg012,506,2653,13,604,310,2843,2519
UPMC_c001_v001_r001_reg041,910,1501,9,1092,738,1647,1311
UPMC_c001_v001_r001_reg018,160,733,4,267,38,852,650
UPMC_c003_v001_r001_reg023,1119,1831,7,1195,1028,1927,1752
UPMC_c001_v001_r001_reg037,1240,1732,13,1385,1170,1817,1623
UPMC_c004_v001_r001_reg038,1432,1647,0,1528,1348,1741,1567
UPMC_c005_v001_r001_reg028,1091,1926,7,1271,954,2011,1803
UPMC_c005_v001_r001_reg033,1543,775,13,1636,1464,854,710
UPMC_c007_v001_r001_reg033,513,520,5,613,396,630,443
UPMC_c001_v001_r001_reg011,1262,1630,7,1347,1168,1716,1543
UPMC_c004_v001_r001_reg047,670,31,9,843,574,116,3
UPMC_c004_v001_r001_reg032,2237,85,3,2322,2136,155,6
UPMC_c006_v001_r001_reg042,822,431,12,994,644,603,256
UPMC_c006_v001_r001_reg028,575,999,1,646,480,1086,910
UPMC_c005_v001_r001_reg051,208,1493,1,280,137,1541,1417
UPMC_c003_v001_r001_reg030,1368,1985,14,1439,1229,2011,1914
UPMC_c005_v001_r001_reg022,857,1922,0,928,777,1989,1859
UPMC_c001_v001_r001_reg001,890,1916,5,1063,711,2013,1781
UPMC_c007_v001_r001_reg033,1100,893,6,1212,992,992,782
