region_id,centerX,centerY,cluster,maxX,minX,maxY,minY
UPMC_c004_v001_r001_reg004,1549,554,0,1637,1470,643,481
UPMC_c002_v001_r001_reg023,2445,393,8,2524,2381,471,324
UPMC_c007_v001_r001_reg040,858,1134,0,928,734,1238,1055
UPMC_c005_v001_r001_reg051,554,1656,13,622,491,1724,1594
UPMC_c007_v001_r001_reg041,425,1123,3,567,295,1226,1031
UPMC_c005_v001_r001_reg028,1665,1356,1,1727,1551,1425,1272
UPMC_c004_v001_r001_reg061,2273,1229,1,2393,2180,1360,1142
UPMC_c006_v001_r001_reg025,319,1216,3,382,257,1294,1149
UPMC_c002_v001_r001_reg019,412,1266,0,476,344,1332,1194
UPMC_c002_v001_r001_reg024,1911,1933,10,1974,1838,2010,1851
UPMC_c003_v001_r001_reg005,2256,146,9,2326,2206,242,79
UPMC_c005_v001_r001_reg058,2252,119,13,2351,2168,213,24
UPMC_c001_v001_r001_reg004,374,1292,11,452,309,1362,1204
UPMC_c007_v001_r001_reg041,1311,1434,8,1403,1182,1527,1330
UPMC_c006_v001_r001_reg012,1481,1766,1,1566,1389,1893,1674
UPMC_c006_v001_r001_reg033,1316,2647,0,1381,1263,2716,2594
UPMC_c001_v001_r001_reg008,1770,826,7,1915,1667,957,680
UPMC_c007_v001_r001_reg031,369,1188,3,457,282,1280,1110
UPMC_c001_v001_r001_reg014,1959,1981,2,2117,1786,2011,1854
UPMC_c005_v001_r001_reg064,2678,546,10,2683,2587,744,355
UPMC_c001_v001_r001_reg014,1809,404,12,1972,1688,515,227
UPMC_c004_v001_r001_reg014,1553,600,4,1644,1447,685,483
UPMC_c007_v001_r001_reg002,2360,930,2,2517,2220,1004,840
UPMC_c006_v001_r001_reg027,218,1977,8,316,136,2061,1902
UPMC_c005_v001_r001_reg013,1526,124,0,1606,1445,185,64
UPMC_c007_v001_r001_reg061,226,1365,2,361,133,1510,1252
UPMC_c002_v001_r001_reg006,2640,1134,10,2683,2546,1310,1050
UPMC_c005_v001_r001_reg058,1562,1173,3,1633,1473,1281,1085
UPMC_c001_v001_r001_reg007,1640,1583,11,1721,1532,1676,1498
UPMC_c001_v001_r001_reg018,2683,1096,12,2683,2607,1282,911
UPMC_c004_v001_r001_reg011,1128,272,7,1221,1034,369,166
UPMC_c001_v001_r001_reg035,53,1034,2,164,3,1130,869
UPMC_c007_v001_r001_reg056,276,321,1,336,179,430,204
UPMC_c003_v001_r001_reg027,1749,1140,4,1909,1658,1281,1037
UPMC_c006_v001_r001_reg042,1979,1898,4,2177,1780,2075,1791
UPMC_c005_v001_r001_reg053,1710,1087,0,1763,1653,1141,1029
UPMC_c005_v001_r001_reg064,740,535,3,846,639,630,431
UPMC_c007_v001_r001_reg029,1775,662,3,1925,1633,770,484
UPMC_c007_v001_r001_reg019,1594,1776,4,1697,1488,1849,1639
UPMC_c004_v001_r001_reg058,577,256,3,649,504,358,152
UPMC_c002_v001_r001_reg008,602,374,7,696,514,454,239
UPMC_c003_v001_r001_reg025,1737,800,2,1862,1627,944,698
UPMC_c002_v001_r001_reg028,945,153,4,1039,781,320,48
UPMC_c001_v001_r001_reg009,1556,691,11,1650,1460,772,620
UPMC_c001_v001_r001_reg037,550,721,2,672,463,847,636
UPMC_c004_v001_r001_reg048,286,750,7,401,150,861,594
UPMC_c007_v001_r001_reg062,1383,723,2,1569,1234,885,598
UPMC_c001_v001_r001_reg031,988,1613,11,1081,884,1714,1535
UPMC_c007_v001_r001_reg062,1975,1101,12,2087,1887,1244,992
UPMC_c007_v001_r001_reg001,578,1124,3,643,508,1200,1032
UPMC_c001_v001_r001_reg021,1025,283,5,1126,898,378,173
UPMC_c006_v001_r001_reg033,2029,2284,13,2107,1941,2372,2213
UPMC_c005_v001_r001_reg016,1649,704,10,1840,1483,806,526
UPMC_c005_v001_r001_reg017,1708,311,1,1819,1587,440,227
UPMC_c006_v001_r001_reg063,476,488,13,549,372,587,408
UPMC_c005_v001_r001_reg023,2239,1065,3,2313,2163,1130,991
UPMC_c002_v001_r001_reg029,1387,1112,5,1464,1306,1185,1013
UPMC_c007_v001_r001_reg033,1361,593,4,1465,1252,690,444
UPMC_c002_v001_r001_reg011,503,199,2,578,411,286,79
UPMC_c002_v001_r001_reg029,873,1314,13,952,812,1380,1227
UPMC_c005_v001_r001_reg054,1006,539,9,1082,961,596,464
UPMC_c007_v001_r001_reg027,871,1360,9,954,783,1458,1283
UPMC_c002_v001_r001_reg010,2417,719,11,2491,2350,798,628
UPMC_c007_v001_r001_reg027,639,1826,3,709,573,1900,1754
UPMC_c002_v001_r001_reg004,2675,1310,11,2684,2594,1471,1149
UPMC_c001_v001_r001_reg037,1488,1339,7,1596,1350,1516,1208
UPMC_c004_v001_r001_reg024,543,1517,8,593,482,1578,1460
UPMC_c006_v001_r001_reg036,1805,2783,0,1858,1745,2846,2717
UPMC_c002_v001_r001_reg004,295,1855,0,356,244,1914,1800
UPMC_c003_v001_r001_reg013,2147,184,13,2273,1981,371,8
UPMC_c005_v001_r001_reg019,307,1060,10,388,231,1130,984
UPMC_c003_v001_r001_reg030,998,1678,2,1090,845,1798,1532
UPMC_c005_v001_r001_reg004,2419,285,3,2479,2344,356,224
UPMC_c004_v001_r001_reg022,143,1168,9,191,82,1239,1111
UPMC_c003_v001_r001_reg013,2383,914,1,2578,2188,1090,728
UPMC_c004_v001_r001_reg002,1203,1980,1,1270,1060,2013,1907
UPMC_c004_v001_r001_reg033,326,1121,10,384,260,1199,1064
UPMC_c003_v001_r001_reg013,2063,1502,1,2217,1932,1633,1313
UPMC_c006_v001_r001_reg035,474,1548,8,567,378,1622,1454
UPMC_c003_v001_r001_reg021,736,1335,11,808,616,1424,1227
UPMC_c004_v001_r001_reg014,2478,795,12,2549,2415,891,672
UPMC_c006_v001_r001_reg017,2366,2165,11,2433,2307,2229,2102
UPMC_c001_v001_r001_reg033,1657,1992,12,1819,1580,2011,1857
UPMC_c006_v001_r001_reg048,1615,659,1,1697,1538,744,589
UPMC_c006_v001_r001_reg025,1909,1423,9,1980,1847,1491,1364
UPMC_c007_v001_r001_reg047,2561,1227,3,2650,2474,1340,1125
UPMC_c005_v001_r001_reg023,2452,897,10,2536,2362,974,823
UPMC_c007_v001_r001_reg049,566,449,9,651,500,539,379
UPMC_c003_v001_r001_reg004,373,729,12,461,292,802,635
UPMC_c005_v001_r001_reg052,1853,1655,0,1908,1800,1718,1596
UPMC_c002_v001_r001_reg034,175,1505,4,316,163,1688,1346
UPMC_c002_v001_r001_reg024,788,1907,6,861,696,1986,1831
UPMC_c007_v001_r001_reg061,1666,718,12,1803,1468,892,568
UPMC_c002_v001_r001_reg004,984,1792,11,1048,921,1869,1726
UPMC_c006_v001_r001_reg037,1027,2128,1,1094,968,2184,2012
UPMC_c006_v001_r001_reg024,129,987,8,194,70,1067,916
UPMC_c002_v001_r001_reg034,678,1699,14,836,593,1772,1573
UPMC_c002_v001_r001_reg030,1323,1674,9,1401,1248,1752,1558
UPMC_c006_v001_r001_reg064,292,1320,5,420,215,1473,1214
UPMC_c004_v001_r001_reg035,2072,1961,3,2121,2021,2012,1897
UPMC_c007_v001_r001_reg041,570,1272,8,687,484,1382,1153
UPMC_c003_v001_r001_reg034,628,1411,12,760,519,1582,1231
UPMC_c004_v001_r001_reg061,1720,801,0,1803,1637,877,729
UPMC_c002_v001_r001_reg009,1690,77,7,1881,1507,112,7
UPMC_c006_v001_r001_reg042,1303,2973,1,1485,1158,3011,2864
UPMC_c005_v001_r001_reg048,777,1403,12,873,591,1525,1239
UPMC_c006_v001_r001_reg027,874,445,5,939,794,504,385
UPMC_c003_v001_r001_reg013,1962,511,2,2160,1821,623,327
UPMC_c006_v001_r001_reg063,597,2126,5,704,460,2242,2031
UPMC_c006_v001_r001_reg044,2595,1227,0,2659,2534,1298,1173
UPMC_c005_v001_r001_reg051,2470,1119,13,2522,2423,1188,1072
UPMC_c006_v001_r001_reg053,445,475,12,568,353,583,347
UPMC_c005_v001_r001_reg048,2357,1288,5,2472,2232,1411,1164
UPMC_c007_v001_r001_reg061,2660,532,7,2679,2507,679,421
UPMC_c007_v001_r001_reg056,616,566,2,768,481,709,447
UPMC_c004_v001_r001_reg044,198,1366,0,264,122,1438,1301
UPMC_c006_v001_r001_reg018,653,1388,12,769,514,1482,1297
UPMC_c005_v001_r001_reg051,2312,1428,1,2407,2253,1531,1364
UPMC_c006_v001_r001_reg066,1710,1798,13,1773,1643,1857,1728
UPMC_c006_v001_r001_reg023,2171,2780,7,2343,2050,2859,2715
UPMC_c006_v001_r001_reg066,522,985,12,582,397,1047,863
UPMC_c007_v001_r001_reg025,828,539,7,916,754,609,452
UPMC_c006_v001_r001_reg065,1940,256,0,2009,1876,317,198
UPMC_c005_v001_r001_reg008,913,1773,7,1050,730,1945,1629
UPMC_c007_v001_r001_reg040,337,69,7,453,193,252,13
UPMC_c006_v001_r001_reg012,1258,1704,7,1377,1154,1793,1561
UPMC_c005_v001_r001_reg024,466,6,7,571,344,163,3
UPMC_c005_v001_r001_reg035,1836,969,1,1906,1749,1053,844
UPMC_c002_v001_r001_reg001,1483,630,10,1575,1394,717,523
UPMC_c007_v001_r001_reg040,974,1029,11,1055,878,1141,897
UPMC_c001_v001_r001_reg026,1168,770,7,1262,1014,852,618
UPMC_c002_v001_r001_reg022,691,1754,1,776,596,1835,1618
UPMC_c003_v001_r001_reg011,184,1594,7,264,75,1689,1516
UPMC_c003_v001_r001_reg021,2597,166,10,2664,2443,262,64
UPMC_c004_v001_r001_reg024,456,1548,8,514,380,1614,1476
UPMC_c005_v001_r001_reg053,2232,1758,0,2323,2141,1903,1684
UPMC_c003_v001_r001_reg013,452,1366,11,516,381,1441,1276
UPMC_c006_v001_r001_reg036,2149,2902,8,2222,2090,2967,2833
UPMC_c003_v001_r001_reg025,270,843,12,403,211,916,702
UPMC_c003_v001_r001_reg020,823,63,2,928,696,178,3
UPMC_c001_v001_r001_reg008,232,1259,7,360,53,1429,1151
UPMC_c005_v001_r001_reg004,154,956,8,221,88,1011,885
UPMC_c002_v001_r001_reg030,2244,1163,12,2327,2137,1258,1080
UPMC_c005_v001_r001_reg061,824,1555,1,909,674,1666,1468
UPMC_c007_v001_r001_reg026,908,550,1,1048,805,675,409
UPMC_c001_v001_r001_reg039,325,1861,12,514,218,2007,1689
UPMC_c007_v001_r001_reg002,777,1029,6,912,604,1141,911
UPMC_c004_v001_r001_reg013,1940,796,2,2050,1831,904,690
UPMC_c007_v001_r001_reg010,2306,1049,4,2416,2204,1126,926
UPMC_c002_v001_r001_reg006,1670,197,12,1780,1579,306,120
UPMC_c003_v001_r001_reg011,425,984,12,510,350,1071,907
UPMC_c003_v001_r001_reg027,132,1060,12,258,42,1185,947
UPMC_c004_v001_r001_reg037,1518,566,2,1632,1404,706,449
UPMC_c005_v001_r001_reg004,2283,1734,11,2357,2207,1800,1617
UPMC_c003_v001_r001_reg011,465,1010,12,551,377,1114,939
UPMC_c007_v001_r001_reg013,643,624,4,736,526,722,507
UPMC_c005_v001_r001_reg004,495,785,3,552,442,843,721
UPMC_c007_v001_r001_reg055,2225,850,0,2299,2138,928,775
UPMC_c006_v001_r001_reg060,1094,2136,9,1172,1024,2234,2067
UPMC_c004_v001_r001_reg016,1393,1467,0,1442,1328,1526,1419
UPMC_c006_v001_r001_reg038,1569,1504,0,1625,1492,1580,1442
UPMC_c006_v001_r001_reg038,1783,1586,1,1848,1704,1663,1509
UPMC_c007_v001_r001_reg029,147,1362,3,306,25,1515,1188
UPMC_c004_v001_r001_reg037,1195,1462,4,1298,1064,1561,1338
UPMC_c001_v001_r001_reg004,1672,1145,1,1762,1554,1254,1060
UPMC_c001_v001_r001_reg014,527,1565,8,610,443,1669,1486
UPMC_c003_v001_r001_reg004,577,587,4,652,500,669,503
UPMC_c007_v001_r001_reg057,1612,944,9,1725,1511,1070,809
UPMC_c003_v001_r001_reg015,912,1026,8,1012,837,1113,929
UPMC_c007_v001_r001_reg025,544,212,11,629,462,321,109
UPMC_c004_v001_r001_reg003,171,1300,3,255,108,1366,1224
UPMC_c001_v001_r001_reg039,1299,1357,4,1391,1163,1485,1287
UPMC_c006_v001_r001_reg022,144,1682,0,204,86,1738,1613
UPMC_c007_v001_r001_reg059,2021,721,10,2137,1908,858,554
UPMC_c006_v001_r001_reg047,2157,275,8,2242,2060,368,219
UPMC_c004_v001_r001_reg038,771,1103,11,866,694,1164,1012
UPMC_c005_v001_r001_reg052,2177,1245,0,2224,2126,1302,1181
UPMC_c007_v001_r001_reg063,2446,1163,13,2528,2362,1243,1085
UPMC_c007_v001_r001_reg025,539,1458,7,618,457,1535,1376
UPMC_c006_v001_r001_reg032,1351,342,5,1436,1292,409,285
UPMC_c004_v001_r001_reg021,555,1989,11,728,363,2013,1932
UPMC_c001_v001_r001_reg041,1788,255,7,1884,1670,364,85
UPMC_c006_v001_r001_reg038,2013,694,7,2110,1946,763,590
UPMC_c003_v001_r001_reg021,1549,870,12,1642,1470,945,777
UPMC_c007_v001_r001_reg052,2455,957,8,2521,2380,1075,892
UPMC_c007_v001_r001_reg047,259,436,3,340,174,530,346
UPMC_c006_v001_r001_reg023,1449,1179,4,1613,1385,1239,1123
UPMC_c003_v001_r001_reg004,8,1740,12,101,3,1914,1557
UPMC_c005_v001_r001_reg052,1146,1493,13,1229,1057,1600,1416
UPMC_c003_v001_r001_reg023,1684,298,7,1820,1569,406,184
UPMC_c003_v001_r001_reg025,1839,383,2,1969,1709,490,203
UPMC_c007_v001_r001_reg062,1074,1131,7,1208,908,1266,970
UPMC_c006_v001_r001_reg030,45,1729,7,134,4,1897,1593
UPMC_c004_v001_r001_reg004,98,867,4,222,21,974,757
UPMC_c003_v001_r001_reg003,2220,608,2,2394,2081,718,458
UPMC_c005_v001_r001_reg058,1462,911,10,1554,1360,992,823
UPMC_c005_v001_r001_reg037,657,834,1,738,578,910,719
UPMC_c002_v001_r001_reg006,1727,60,5,1816,1613,166,5
UPMC_c004_v001_r001_reg033,2205,130,10,2287,2134,196,68
UPMC_c005_v001_r001_reg058,1858,225,13,1981,1788,330,109
UPMC_c003_v001_r001_reg022,2679,1170,2,2683,2614,1358,995
UPMC_c007_v001_r001_reg035,2536,955,1,2594,2468,1027,888
UPMC_c002_v001_r001_reg025,687,239,11,798,596,314,172
UPMC_c002_v001_r001_reg024,205,959,4,357,90,1073,809
UPMC_c007_v001_r001_reg056,1912,1455,11,2000,1801,1535,1354
UPMC_c004_v001_r001_reg050,1436,1466,7,1558,1362,1603,1386
UPMC_c006_v001_r001_reg033,1321,364,8,1427,1248,428,286
UPMC_c003_v001_r001_reg024,1778,1532,8,1850,1680,1625,1463
UPMC_c007_v001_r001_reg051,967,842,13,1085,859,972,726
UPMC_c005_v001_r001_reg053,852,1974,1,937,754,2012,1892
UPMC_c005_v001_r001_reg016,1283,261,7,1334,1158,379,199
UPMC_c005_v001_r001_reg060,1816,391,10,1909,1723,507,280
UPMC_c006_v001_r001_reg027,1966,1495,10,2040,1906,1592,1416
UPMC_c006_v001_r001_reg012,1037,1661,8,1154,953,1759,1551
UPMC_c004_v001_r001_reg014,1445,134,4,1557,1280,255,6
UPMC_c001_v001_r001_reg024,1355,861,11,1446,1273,933,746
UPMC_c005_v001_r001_reg018,2082,1157,7,2200,2003,1278,1087
UPMC_c003_v001_r001_reg003,2533,736,7,2575,2450,829,556
UPMC_c001_v001_r001_reg006,1692,1274,12,1802,1526,1394,1149
UPMC_c004_v001_r001_reg037,503,1528,12,640,409,1620,1425
UPMC_c007_v001_r001_reg018,913,388,1,996,840,487,298
UPMC_c004_v001_r001_reg016,1688,946,9,1733,1635,1003,883
UPMC_c002_v001_r001_reg006,989,1456,4,1087,866,1631,1353
UPMC_c006_v001_r001_reg053,506,2385,7,586,415,2476,2292
UPMC_c002_v001_r001_reg006,969,306,1,1086,865,395,192
UPMC_c007_v001_r001_reg027,620,1603,3,683,555,1661,1524
UPMC_c007_v001_r001_reg060,312,635,8,457,206,762,516
UPMC_c002_v001_r001_reg015,954,1933,1,1060,892,2012,1828
UPMC_c002_v001_r001_reg011,2146,661,4,2264,2050,791,555
UPMC_c004_v001_r001_reg025,2097,699,12,2191,1955,859,602
UPMC_c007_v001_r001_reg034,685,905,7,757,592,979,814
UPMC_c001_v001_r001_reg040,1568,1770,11,1686,1479,1853,1663
UPMC_c005_v001_r001_reg064,463,192,11,576,388,297,96
UPMC_c001_v001_r001_reg006,1513,1445,12,1656,1366,1569,1328
UPMC_c001_v001_r001_reg027,1208,1651,0,1316,1128,1738,1569
UPMC_c002_v001_r001_reg005,2250,1815,13,2442,2147,1934,1660
UPMC_c005_v001_r001_reg013,1906,194,5,1967,1821,247,136
UPMC_c006_v001_r001_reg033,1194,2024,0,1250,1114,2094,1964
UPMC_c007_v001_r001_reg031,476,1364,8,558,362,1442,1286
UPMC_c005_v001_r001_reg004,1016,1236,3,1085,942,1307,1155
UPMC_c001_v001_r001_reg013,1980,374,4,2164,1807,548,245
UPMC_c002_v001_r001_reg028,2485,821,8,2607,2374,907,727
UPMC_c007_v001_r001_reg029,743,1013,9,858,628,1103,871
UPMC_c007_v001_r001_reg060,2367,161,0,2458,2259,259,63
UPMC_c006_v001_r001_reg065,1536,1360,3,1596,1477,1409,1299
UPMC_c002_v001_r001_reg001,2332,44,2,2413,2241,131,3
UPMC_c003_v001_r001_reg010,1209,47,12,1360,1030,172,3
UPMC_c005_v001_r001_reg028,2020,1364,0,2124,1951,1438,1288
UPMC_c006_v001_r001_reg047,1041,2444,1,1126,936,2508,2324
UPMC_c004_v001_r001_reg021,7,1856,3,80,5,2006,1680
UPMC_c001_v001_r001_reg041,255,583,1,358,171,667,492
UPMC_c007_v001_r001_reg037,2207,1884,0,2267,2140,1957,1791
UPMC_c007_v001_r001_reg056,2316,1076,7,2497,2211,1197,906
UPMC_c005_v001_r001_reg004,640,219,8,754,567,280,110
UPMC_c006_v001_r001_reg035,1009,754,3,1122,930,853,645
UPMC_c003_v001_r001_reg013,2642,1414,9,2683,2588,1483,1286
UPMC_c001_v001_r001_reg034,1673,1457,12,1851,1533,1648,1302
UPMC_c006_v001_r001_reg037,527,553,9,587,474,618,489
UPMC_c005_v001_r001_reg018,743,965,1,816,677,1032,885
UPMC_c007_v001_r001_reg047,2001,1997,3,2200,1816,2011,1917
UPMC_c006_v001_r001_reg018,1553,2559,0,1631,1459,2645,2491
UPMC_c007_v001_r001_reg019,1147,510,4,1289,994,588,398
UPMC_c006_v001_r001_reg053,1411,1501,12,1501,1333,1583,1427
UPMC_c004_v001_r001_reg025,1981,1296,2,2068,1865,1373,1202
UPMC_c005_v001_r001_reg063,567,13,13,709,428,125,4
UPMC_c003_v001_r001_reg020,2285,101,12,2451,2176,212,8
UPMC_c005_v001_r001_reg014,2009,1161,4,2194,1835,1315,1024
UPMC_c005_v001_r001_reg012,359,399,2,473,224,546,224
UPMC_c002_v001_r001_reg002,2061,1779,7,2208,1995,1954,1596
UPMC_c002_v001_r001_reg011,1270,792,12,1451,1151,901,666
UPMC_c001_v001_r001_reg020,967,947,6,1071,871,1087,806
UPMC_c007_v001_r001_reg041,50,1157,9,131,4,1265,1039
UPMC_c006_v001_r001_reg045,1297,2286,0,1370,1235,2366,2229
UPMC_c001_v001_r001_reg039,1969,743,4,2090,1848,917,630
UPMC_c001_v001_r001_reg021,1455,497,11,1554,1346,590,408
UPMC_c001_v001_r001_reg007,1378,1046,7,1505,1261,1132,962
UPMC_c003_v001_r001_reg013,104,579,7,240,6,648,488
UPMC_c003_v001_r001_reg013,2397,1694,2,2575,2246,1891,1513
UPMC_c007_v001_r001_reg026,484,197,14,576,384,270,85
UPMC_c003_v001_r001_reg025,1908,1975,2,1989,1765,2009,1863
UPMC_c001_v001_r001_reg033,953,744,7,1058,876,846,656
UPMC_c003_v001_r001_reg022,2680,708,1,2684,2620,901,582
UPMC_c007_v001_r001_reg056,582,1188,2,748,425,1323,1019
UPMC_c001_v001_r001_reg019,1411,1327,2,1489,1257,1434,1234
UPMC_c005_v001_r001_reg006,1495,1771,7,1564,1429,1825,1721
UPMC_c001_v001_r001_reg024,650,1908,10,733,533,1998,1768
UPMC_c005_v001_r001_reg058,2087,985,9,2194,2003,1094,897
UPMC_c003_v001_r001_reg021,1404,651,10,1512,1271,740,536
UPMC_c005_v001_r001_reg056,563,976,3,654,463,1054,871
UPMC_c004_v001_r001_reg035,1589,703,0,1667,1534,763,626
UPMC_c007_v001_r001_reg029,2457,132,9,2557,2325,260,8
UPMC_c007_v001_r001_reg061,1820,74,7,1952,1736,270,7
UPMC_c001_v001_r001_reg026,999,1649,2,1160,844,1810,1472
UPMC_c005_v001_r001_reg017,1726,1258,3,1802,1631,1329,1196
UPMC_c002_v001_r001_reg009,1457,308,1,1604,1272,472,112
UPMC_c002_v001_r001_reg001,2550,1061,13,2622,2397,1223,978
UPMC_c004_v001_r001_reg016,691,1900,0,758,634,1975,1842
UPMC_c007_v001_r001_reg021,1564,414,9,1660,1476,521,336
UPMC_c005_v001_r001_reg047,77,1213,11,142,4,1290,1118
UPMC_c001_v001_r001_reg006,312,1170,2,404,233,1234,1093
UPMC_c001_v001_r001_reg024,2110,93,13,2200,1962,184,9
UPMC_c001_v001_r001_reg018,2340,1044,5,2444,2241,1154,952
UPMC_c006_v001_r001_reg047,1716,7,5,1876,1524,75,6
UPMC_c001_v001_r001_reg034,1066,358,4,1153,1013,448,278
UPMC_c001_v001_r001_reg006,1558,1597,12,1662,1369,1699,1468
UPMC_c001_v001_r001_reg034,1407,606,2,1532,1306,729,481
UPMC_c004_v001_r001_reg004,2255,540,0,2320,2191,615,475
UPMC_c005_v001_r001_reg044,1874,822,5,1944,1772,903,747
UPMC_c006_v001_r001_reg053,303,1697,5,387,204,1780,1611
UPMC_c005_v001_r001_reg004,622,1044,3,681,548,1111,980
UPMC_c005_v001_r001_reg060,276,368,3,405,97,523,260
UPMC_c002_v001_r001_reg025,547,193,5,654,434,333,102
UPMC_c005_v001_r001_reg008,1403,1364,11,1568,1317,1538,1268
UPMC_c002_v001_r001_reg021,2201,1588,11,2287,2101,1658,1492
UPMC_c005_v001_r001_reg051,483,1623,6,546,398,1694,1527
UPMC_c001_v001_r001_reg009,2098,1978,7,2244,1921,2011,1898
UPMC_c007_v001_r001_reg033,814,1515,7,956,736,1624,1333
UPMC_c005_v001_r001_reg026,2071,1214,1,2152,1887,1329,1039
UPMC_c007_v001_r001_reg051,1601,1783,0,1680,1525,1859,1712
UPMC_c007_v001_r001_reg001,1817,1745,8,1871,1762,1812,1677
UPMC_c001_v001_r001_reg002,677,789,0,770,609,845,741
UPMC_c006_v001_r001_reg049,193,1106,5,297,67,1184,1018
UPMC_c007_v001_r001_reg013,1791,1978,4,1895,1702,2011,1894
UPMC_c006_v001_r001_reg058,520,2451,2,658,389,2593,2270
UPMC_c007_v001_r001_reg013,2401,1606,4,2510,2273,1701,1483
UPMC_c001_v001_r001_reg010,1500,1463,11,1578,1414,1558,1381
UPMC_c001_v001_r001_reg019,2029,1620,12,2185,1836,1729,1437
UPMC_c007_v001_r001_reg057,564,423,9,704,443,519,314
UPMC_c003_v001_r001_reg026,1792,1478,7,1921,1705,1627,1386
UPMC_c004_v001_r001_reg034,277,436,7,371,137,526,303
UPMC_c003_v001_r001_reg024,1854,1360,4,1941,1769,1463,1226
UPMC_c005_v001_r001_reg035,1916,288,0,1970,1856,341,241
UPMC_c001_v001_r001_reg013,9,1538,2,130,5,1735,1352
UPMC_c003_v001_r001_reg025,350,1511,12,446,277,1596,1391
UPMC_c007_v001_r001_reg054,1435,241,3,1504,1369,304,185
UPMC_c006_v001_r001_reg060,1533,1775,10,1612,1459,1837,1701
UPMC_c007_v001_r001_reg027,1706,1123,10,1800,1606,1194,1023
UPMC_c005_v001_r001_reg061,667,1769,2,799,498,1942,1636
UPMC_c006_v001_r001_reg053,2127,2260,12,2205,2016,2356,2197
UPMC_c006_v001_r001_reg022,1832,1149,13,1887,1763,1206,1086
UPMC_c005_v001_r001_reg060,1766,1823,13,1869,1638,1917,1706
UPMC_c005_v001_r001_reg023,774,1718,9,834,709,1786,1652
UPMC_c005_v001_r001_reg026,2308,1360,5,2428,2145,1541,1191
UPMC_c005_v001_r001_reg012,1276,1827,11,1377,1200,1888,1770
UPMC_c001_v001_r001_reg034,175,671,1,257,101,754,567
UPMC_c006_v001_r001_reg027,145,1021,5,233,81,1103,942
UPMC_c006_v001_r001_reg016,1864,2454,11,1944,1796,2530,2382
UPMC_c006_v001_r001_reg046,1127,97,9,1197,1036,174,4
UPMC_c006_v001_r001_reg034,1592,220,8,1664,1509,316,148
UPMC_c006_v001_r001_reg040,1606,339,5,1683,1499,427,255
UPMC_c001_v001_r001_reg024,518,201,1,631,386,305,95
UPMC_c004_v001_r001_reg029,37,1516,3,104,5,1701,1347
UPMC_c001_v001_r001_reg010,2263,1853,11,2363,2180,1945,1761
UPMC_c004_v001_r001_reg013,654,1927,2,818,524,2008,1813
UPMC_c004_v001_r001_reg014,1010,1916,2,1182,832,2012,1745
UPMC_c001_v001_r001_reg004,719,1082,1,822,630,1155,971
