region_id,centerX,centerY,cluster,maxX,minX,maxY,minY
UPMC_c007_v001_r001_reg056,784,1518,3,959,663,1669,1358
UPMC_c001_v001_r001_reg010,2107,1279,10,2222,2004,1368,1194
UPMC_c007_v001_r001_reg035,2408,1371,4,2471,2348,1432,1313
UPMC_c007_v001_r001_reg031,2386,1571,2,2458,2302,1653,1485
UPMC_c007_v001_r001_reg019,37,1230,4,103,3,1313,1087
UPMC_c004_v001_r001_reg001,1876,243,5,1949,1769,315,160
UPMC_c007_v001_r001_reg054,1108,971,2,1164,1042,1043,908
UPMC_c001_v001_r001_reg012,237,318,8,316,153,408,250
UPMC_c003_v001_r001_reg017,2530,1218,3,2640,2412,1417,1105
UPMC_c007_v001_r001_reg038,61,1217,12,159,8,1312,1148
UPMC_c005_v001_r001_reg019,496,1438,10,553,421,1516,1359
UPMC_c001_v001_r001_reg005,2098,601,3,2264,1986,725,458
UPMC_c005_v001_r001_reg027,1801,1007,1,1931,1671,1124,886
UPMC_c006_v001_r001_reg034,461,2450,2,524,398,2503,2387
UPMC_c001_v001_r001_reg035,1977,326,14,2111,1871,441,213
UPMC_c003_v001_r001_reg034,239,268,3,428,74,383,70
UPMC_c006_v001_r001_reg058,179,1273,7,297,80,1331,1164
UPMC_c007_v001_r001_reg058,2242,98,2,2310,2116,211,5
UPMC_c005_v001_r001_reg009,2261,694,5,2318,2172,782,587
UPMC_c005_v001_r001_reg010,727,886,14,873,654,962,765
UPMC_c006_v001_r001_reg062,2620,1027,5,2684,2561,1081,929
UPMC_c003_v001_r001_reg029,1426,734,10,1502,1335,818,645
UPMC_c006_v001_r001_reg055,1908,2250,14,2019,1781,2361,2132
UPMC_c003_v001_r001_reg029,29,1077,6,102,4,1198,880
UPMC_c001_v001_r001_reg023,2092,1130,13,2269,1947,1233,956
UPMC_c006_v001_r001_reg033,1608,556,5,1676,1540,633,490
UPMC_c002_v001_r001_reg015,2353,1728,14,2456,2262,1834,1614
UPMC_c005_v001_r001_reg050,2196,868,12,2242,2130,932,808
UPMC_c004_v001_r001_reg002,1016,222,1,1110,867,381,126
UPMC_c005_v001_r001_reg026,1786,249,3,1902,1610,425,114
UPMC_c001_v001_r001_reg026,764,1022,5,873,664,1091,931
UPMC_c001_v001_r001_reg017,595,910,0,663,530,1000,852
UPMC_c005_v001_r001_reg052,2115,645,12,2175,2044,717,578
UPMC_c005_v001_r001_reg022,469,211,2,541,383,295,133
UPMC_c001_v001_r001_reg017,2653,1112,7,2683,2569,1183,969
UPMC_c005_v001_r001_reg054,1006,539,5,1082,961,596,464
UPMC_c005_v001_r001_reg061,559,1202,4,653,465,1286,1114
UPMC_c003_v001_r001_reg025,1281,582,7,1377,1215,660,504
UPMC_c005_v001_r001_reg061,1826,1711,3,1994,1680,1874,1552
UPMC_c002_v001_r001_reg004,2675,1310,9,2684,2594,1471,1149
UPMC_c005_v001_r001_reg010,756,1438,1,838,683,1526,1370
UPMC_c007_v001_r001_reg012,282,1426,12,358,208,1528,1349
UPMC_c002_v001_r001_reg011,1706,1884,3,1773,1627,2007,1804
UPMC_c002_v001_r001_reg004,295,1855,0,356,244,1914,1800
UPMC_c007_v001_r001_reg013,460,139,1,599,372,238,42
UPMC_c004_v001_r001_reg015,516,752,11,598,384,888,618
UPMC_c001_v001_r001_reg037,1040,1016,10,1119,939,1110,934
UPMC_c005_v001_r001_reg002,2571,386,5,2639,2508,470,317
UPMC_c007_v001_r001_reg043,1854,1222,2,1917,1777,1284,1142
UPMC_c007_v001_r001_reg013,621,709,13,720,526,800,624
UPMC_c001_v001_r001_reg006,1583,1987,7,1727,1433,2012,1900
UPMC_c003_v001_r001_reg006,2042,1178,3,2202,1941,1296,1058
UPMC_c007_v001_r001_reg013,556,1315,7,661,470,1440,1241
UPMC_c007_v001_r001_reg033,750,744,7,860,664,830,642
UPMC_c003_v001_r001_reg021,736,1335,6,808,616,1424,1227
UPMC_c005_v001_r001_reg003,2133,624,8,2194,2066,704,561
UPMC_c002_v001_r001_reg032,2117,1352,10,2243,2019,1422,1246
UPMC_c006_v001_r001_reg023,1648,2843,5,1716,1590,2903,2760
UPMC_c001_v001_r001_reg022,1788,335,13,1895,1659,460,191
UPMC_c004_v001_r001_reg037,2379,952,8,2460,2300,1079,860
UPMC_c004_v001_r001_reg032,1510,1080,5,1579,1432,1167,996
UPMC_c001_v001_r001_reg026,1079,903,8,1166,982,1008,827
UPMC_c005_v001_r001_reg033,715,596,14,871,645,695,462
UPMC_c006_v001_r001_reg040,1931,1117,10,2034,1812,1242,1035
UPMC_c005_v001_r001_reg048,2352,1703,7,2482,2240,1785,1595
UPMC_c001_v001_r001_reg041,498,1244,7,620,387,1374,1152
UPMC_c002_v001_r001_reg030,1415,1927,6,1539,1312,2010,1834
UPMC_c007_v001_r001_reg056,2454,872,14,2573,2320,1010,712
UPMC_c002_v001_r001_reg004,984,1792,5,1048,921,1869,1726
UPMC_c007_v001_r001_reg052,1775,1638,8,1835,1678,1696,1562
UPMC_c005_v001_r001_reg049,1198,830,3,1370,1008,959,669
UPMC_c001_v001_r001_reg041,910,1501,13,1092,738,1647,1311
UPMC_c002_v001_r001_reg028,1225,1701,7,1330,1080,1853,1515
UPMC_c006_v001_r001_reg036,1320,1260,5,1378,1252,1316,1193
UPMC_c006_v001_r001_reg016,1511,2948,5,1597,1402,3019,2862
UPMC_c005_v001_r001_reg064,1197,1312,4,1267,1107,1363,1244
UPMC_c005_v001_r001_reg014,2625,1318,3,2683,2441,1499,1179
UPMC_c004_v001_r001_reg061,1720,801,12,1803,1637,877,729
UPMC_c007_v001_r001_reg027,1222,144,2,1323,1127,245,35
UPMC_c007_v001_r001_reg038,1195,2009,14,1391,999,2009,1934
UPMC_c004_v001_r001_reg057,407,1291,8,510,298,1387,1196
UPMC_c003_v001_r001_reg007,1353,135,5,1447,1290,212,47
UPMC_c007_v001_r001_reg013,504,344,13,572,381,442,248
UPMC_c005_v001_r001_reg026,2149,1330,1,2271,2028,1487,1188
UPMC_c001_v001_r001_reg038,1963,499,10,2074,1840,627,420
UPMC_c007_v001_r001_reg014,2623,1229,12,2681,2564,1292,1155
UPMC_c005_v001_r001_reg016,614,144,3,763,439,337,62
UPMC_c004_v001_r001_reg057,1580,1125,14,1675,1424,1316,1044
UPMC_c007_v001_r001_reg056,263,642,14,341,125,771,555
UPMC_c001_v001_r001_reg012,705,617,8,755,636,665,552
UPMC_c004_v001_r001_reg022,2412,1327,10,2541,2327,1410,1237
UPMC_c007_v001_r001_reg009,2024,725,14,2128,1855,864,613
UPMC_c007_v001_r001_reg014,1926,1505,11,1997,1869,1593,1437
UPMC_c004_v001_r001_reg008,364,1338,4,429,297,1412,1265
UPMC_c007_v001_r001_reg002,383,1933,7,462,253,2005,1832
UPMC_c004_v001_r001_reg008,47,601,1,122,2,787,470
UPMC_c004_v001_r001_reg063,94,537,2,180,6,611,452
UPMC_c002_v001_r001_reg025,1636,150,6,1757,1541,239,53
UPMC_c007_v001_r001_reg011,2242,1674,12,2300,2188,1756,1596
UPMC_c006_v001_r001_reg063,899,130,1,1055,746,297,28
UPMC_c006_v001_r001_reg031,257,1431,3,360,74,1560,1263
UPMC_c005_v001_r001_reg004,2232,3,1,2407,2044,55,2
UPMC_c002_v001_r001_reg006,1187,1720,7,1331,1115,1795,1602
UPMC_c006_v001_r001_reg013,1372,1107,4,1511,1259,1196,978
UPMC_c006_v001_r001_reg063,518,1586,4,600,423,1652,1481
UPMC_c003_v001_r001_reg027,2065,533,7,2166,1965,662,365
UPMC_c006_v001_r001_reg061,468,2409,7,659,299,2558,2287
UPMC_c003_v001_r001_reg013,1932,1633,6,2082,1752,1777,1478
UPMC_c003_v001_r001_reg021,2597,166,13,2664,2443,262,64
UPMC_c007_v001_r001_reg012,2659,1466,5,2684,2574,1657,1289
UPMC_c005_v001_r001_reg019,1016,1798,13,1092,938,1858,1716
UPMC_c007_v001_r001_reg013,519,1143,7,613,428,1253,1055
UPMC_c002_v001_r001_reg011,1982,1958,14,2163,1814,2012,1883
UPMC_c006_v001_r001_reg058,2282,1324,14,2370,2096,1412,1162
UPMC_c003_v001_r001_reg020,823,63,4,928,696,178,3
UPMC_c004_v001_r001_reg016,1109,1042,12,1180,1045,1110,985
UPMC_c005_v001_r001_reg002,2221,1054,8,2296,2147,1146,1003
UPMC_c002_v001_r001_reg028,1798,1147,6,1874,1705,1225,1040
UPMC_c006_v001_r001_reg046,805,2283,4,864,751,2353,2217
UPMC_c006_v001_r001_reg012,795,1315,10,889,707,1435,1234
UPMC_c007_v001_r001_reg010,2222,1898,13,2323,2071,2009,1745
UPMC_c007_v001_r001_reg042,2516,851,14,2604,2395,927,763
UPMC_c002_v001_r001_reg010,637,857,6,707,488,957,753
UPMC_c005_v001_r001_reg037,181,813,1,306,79,882,663
UPMC_c001_v001_r001_reg010,969,228,10,1101,895,333,117
UPMC_c003_v001_r001_reg013,373,1233,6,436,302,1316,1168
UPMC_c003_v001_r001_reg017,1509,1142,3,1625,1366,1268,970
UPMC_c002_v001_r001_reg007,957,555,6,1047,864,671,456
UPMC_c005_v001_r001_reg002,596,1788,13,722,490,1887,1694
UPMC_c003_v001_r001_reg013,416,1263,10,498,337,1329,1188
UPMC_c003_v001_r001_reg018,1684,582,3,1767,1503,698,443
UPMC_c005_v001_r001_reg002,473,900,11,523,405,970,836
UPMC_c001_v001_r001_reg024,2118,662,10,2224,2017,791,567
UPMC_c006_v001_r001_reg041,870,1946,12,946,792,1999,1880
UPMC_c007_v001_r001_reg040,118,1218,2,207,35,1306,1110
UPMC_c001_v001_r001_reg016,1522,1119,13,1634,1436,1189,1048
UPMC_c001_v001_r001_reg016,52,1178,14,191,7,1352,1021
UPMC_c005_v001_r001_reg027,1659,1660,8,1746,1582,1752,1589
UPMC_c002_v001_r001_reg007,975,1430,13,1168,842,1536,1258
UPMC_c004_v001_r001_reg052,1439,1074,13,1565,1356,1204,936
UPMC_c006_v001_r001_reg050,1208,2052,6,1298,1112,2122,1958
UPMC_c006_v001_r001_reg040,317,991,10,395,247,1058,915
UPMC_c007_v001_r001_reg006,137,894,4,211,16,1027,814
UPMC_c003_v001_r001_reg004,1142,1097,7,1237,1059,1190,1001
UPMC_c004_v001_r001_reg063,270,178,13,359,172,292,97
UPMC_c002_v001_r001_reg009,1765,1526,13,1897,1591,1717,1365
UPMC_c007_v001_r001_reg010,450,1598,7,556,351,1738,1480
UPMC_c006_v001_r001_reg022,144,1682,12,204,86,1738,1613
UPMC_c006_v001_r001_reg064,747,1757,14,814,620,1870,1682
UPMC_c004_v001_r001_reg058,156,155,2,233,93,222,61
UPMC_c001_v001_r001_reg011,2597,1472,2,2664,2506,1559,1375
UPMC_c005_v001_r001_reg048,1566,1391,7,1658,1474,1486,1290
UPMC_c004_v001_r001_reg027,735,1248,8,800,662,1316,1177
UPMC_c004_v001_r001_reg063,345,1533,1,465,275,1627,1452
UPMC_c001_v001_r001_reg020,1290,245,13,1403,1165,317,115
UPMC_c004_v001_r001_reg050,965,1949,5,1030,871,2011,1882
UPMC_c006_v001_r001_reg065,661,383,0,723,611,440,322
UPMC_c001_v001_r001_reg016,1318,339,14,1411,1194,443,186
UPMC_c003_v001_r001_reg021,1549,870,1,1642,1470,945,777
UPMC_c005_v001_r001_reg056,1011,641,12,1078,944,704,579
UPMC_c004_v001_r001_reg032,1760,408,8,1827,1672,476,346
UPMC_c007_v001_r001_reg002,1381,1059,1,1449,1319,1125,983
UPMC_c006_v001_r001_reg040,563,2228,1,685,467,2304,2138
UPMC_c005_v001_r001_reg048,888,1573,7,1016,811,1675,1471
UPMC_c003_v001_r001_reg028,1984,346,13,2094,1838,486,219
UPMC_c006_v001_r001_reg058,910,688,6,969,779,788,606
UPMC_c003_v001_r001_reg029,478,1116,12,555,380,1174,1044
UPMC_c002_v001_r001_reg012,358,1217,1,451,275,1295,1131
UPMC_c007_v001_r001_reg059,1001,647,1,1126,888,757,546
UPMC_c002_v001_r001_reg005,1320,705,0,1389,1241,765,647
UPMC_c007_v001_r001_reg035,690,1123,1,751,631,1205,1054
UPMC_c007_v001_r001_reg053,1912,910,4,1989,1846,992,819
UPMC_c001_v001_r001_reg010,322,79,13,478,193,204,5
UPMC_c003_v001_r001_reg006,1508,140,10,1595,1420,233,51
UPMC_c007_v001_r001_reg035,2307,269,2,2363,2248,330,205
UPMC_c004_v001_r001_reg014,899,1258,3,1058,779,1419,1129
UPMC_c001_v001_r001_reg015,438,1018,7,571,289,1139,842
UPMC_c004_v001_r001_reg024,2478,484,6,2532,2419,554,415
UPMC_c002_v001_r001_reg030,538,705,4,631,449,809,604
UPMC_c001_v001_r001_reg012,541,1476,8,615,456,1551,1399
UPMC_c002_v001_r001_reg022,423,1449,2,497,351,1562,1384
UPMC_c002_v001_r001_reg015,1690,188,1,1823,1528,383,20
UPMC_c005_v001_r001_reg013,2014,1399,3,2145,1932,1495,1290
UPMC_c004_v001_r001_reg004,1256,619,7,1412,1169,690,493
UPMC_c005_v001_r001_reg019,1535,1984,7,1722,1349,2013,1898
UPMC_c005_v001_r001_reg050,2095,346,11,2161,2041,420,286
UPMC_c005_v001_r001_reg015,366,467,14,473,255,601,335
UPMC_c003_v001_r001_reg007,1237,954,8,1321,1168,1048,863
UPMC_c006_v001_r001_reg031,1494,1389,9,1566,1430,1491,1328
UPMC_c005_v001_r001_reg003,2348,134,4,2416,2296,207,70
UPMC_c007_v001_r001_reg041,1502,1004,11,1561,1387,1083,918
UPMC_c002_v001_r001_reg024,1711,1648,9,1777,1640,1715,1587
UPMC_c002_v001_r001_reg005,2436,832,6,2503,2360,908,765
UPMC_c005_v001_r001_reg045,415,1103,6,482,346,1156,1041
UPMC_c002_v001_r001_reg007,27,1508,7,110,4,1688,1320
UPMC_c007_v001_r001_reg018,913,388,1,996,840,487,298
UPMC_c007_v001_r001_reg040,934,758,8,1026,851,866,675
UPMC_c001_v001_r001_reg010,1438,1671,10,1507,1362,1739,1590
UPMC_c005_v001_r001_reg016,961,1537,3,1093,820,1727,1341
UPMC_c001_v001_r001_reg010,789,345,8,855,711,414,273
UPMC_c005_v001_r001_reg061,1068,1420,2,1151,974,1538,1321
UPMC_c007_v001_r001_reg060,312,635,1,457,206,762,516
UPMC_c001_v001_r001_reg032,1628,1883,7,1687,1560,1955,1822
UPMC_c005_v001_r001_reg022,1216,616,8,1273,1148,697,554
UPMC_c006_v001_r001_reg019,1021,1053,0,1088,967,1116,1000
UPMC_c005_v001_r001_reg035,1677,518,12,1741,1614,586,467
UPMC_c007_v001_r001_reg007,1953,1819,12,2025,1866,1895,1731
UPMC_c001_v001_r001_reg005,1443,329,9,1518,1362,414,230
UPMC_c005_v001_r001_reg045,467,1321,4,539,374,1431,1257
UPMC_c007_v001_r001_reg024,174,1677,7,237,113,1766,1611
UPMC_c005_v001_r001_reg057,1704,1618,14,1813,1585,1722,1485
UPMC_c002_v001_r001_reg008,2131,296,13,2244,2019,387,222
UPMC_c002_v001_r001_reg015,2424,1551,10,2507,2348,1631,1474
UPMC_c003_v001_r001_reg005,2189,1115,9,2276,2106,1209,1035
UPMC_c005_v001_r001_reg002,907,1267,4,979,820,1334,1194
UPMC_c006_v001_r001_reg054,1583,179,5,1643,1513,254,115
UPMC_c007_v001_r001_reg058,2612,912,8,2684,2530,992,774
UPMC_c005_v001_r001_reg027,225,1450,10,348,151,1525,1363
UPMC_c007_v001_r001_reg060,2367,161,9,2458,2259,259,63
UPMC_c002_v001_r001_reg025,763,1164,4,880,675,1270,1070
UPMC_c006_v001_r001_reg013,1933,185,9,2124,1858,251,104
UPMC_c006_v001_r001_reg038,1716,372,14,1775,1527,456,193
UPMC_c001_v001_r001_reg028,812,1184,13,985,663,1334,1022
UPMC_c004_v001_r001_reg058,722,1652,11,797,643,1741,1558
UPMC_c004_v001_r001_reg050,1769,1722,5,1838,1694,1801,1624
UPMC_c006_v001_r001_reg065,1981,795,4,2131,1911,908,696
UPMC_c006_v001_r001_reg018,622,2642,1,806,517,2711,2578
UPMC_c001_v001_r001_reg012,274,1136,8,337,218,1211,1051
UPMC_c005_v001_r001_reg002,2681,332,9,2682,2611,529,226
UPMC_c007_v001_r001_reg033,2416,190,7,2543,2280,310,140
UPMC_c007_v001_r001_reg013,2582,1200,7,2663,2396,1288,1066
UPMC_c001_v001_r001_reg034,1673,1457,3,1851,1533,1648,1302
UPMC_c007_v001_r001_reg052,2445,295,5,2515,2369,362,218
UPMC_c002_v001_r001_reg024,330,959,9,402,144,1028,809
UPMC_c004_v001_r001_reg032,1204,1991,11,1325,1058,2010,1891
UPMC_c007_v001_r001_reg009,1386,1785,2,1487,1314,1874,1691
UPMC_c006_v001_r001_reg034,166,1167,2,226,110,1233,1079
UPMC_c005_v001_r001_reg016,165,810,7,342,28,979,684
UPMC_c006_v001_r001_reg019,1817,1816,5,1877,1746,1872,1750
UPMC_c004_v001_r001_reg047,1756,13,3,1867,1561,103,6
UPMC_c003_v001_r001_reg020,2285,101,7,2451,2176,212,8
UPMC_c006_v001_r001_reg029,1715,1911,14,1843,1569,2018,1818
UPMC_c005_v001_r001_reg018,1567,875,5,1635,1489,923,798
UPMC_c006_v001_r001_reg026,1474,2621,10,1542,1409,2666,2558
UPMC_c005_v001_r001_reg022,179,720,11,244,122,779,672
UPMC_c006_v001_r001_reg027,1568,1456,5,1643,1467,1545,1364
UPMC_c005_v001_r001_reg064,651,1190,13,830,493,1350,1043
UPMC_c006_v001_r001_reg045,1297,2286,12,1370,1235,2366,2229
UPMC_c007_v001_r001_reg010,1837,1213,6,1940,1711,1314,1106
UPMC_c006_v001_r001_reg033,2469,924,5,2536,2400,983,856
UPMC_c007_v001_r001_reg031,32,1059,2,100,7,1184,968
UPMC_c007_v001_r001_reg013,216,458,7,366,123,575,328
UPMC_c007_v001_r001_reg013,2534,1587,7,2617,2431,1692,1458
UPMC_c006_v001_r001_reg012,2160,398,1,2352,2048,484,256
UPMC_c006_v001_r001_reg058,1961,2942,6,2114,1766,2960,2798
UPMC_c006_v001_r001_reg023,1012,771,4,1067,951,827,720
UPMC_c004_v001_r001_reg014,2449,784,3,2544,2351,878,605
UPMC_c001_v001_r001_reg012,946,1221,8,1018,882,1276,1155
UPMC_c001_v001_r001_reg019,1411,1327,7,1489,1257,1434,1234
UPMC_c002_v001_r001_reg021,1092,1820,5,1181,1012,1900,1731
UPMC_c007_v001_r001_reg041,1102,1925,10,1211,1007,2007,1850
UPMC_c007_v001_r001_reg035,2586,1180,4,2647,2529,1240,1111
UPMC_c003_v001_r001_reg021,1404,651,7,1512,1271,740,536
UPMC_c001_v001_r001_reg021,777,1109,5,881,685,1191,1025
UPMC_c006_v001_r001_reg016,36,1771,4,104,3,1954,1578
UPMC_c005_v001_r001_reg027,1625,233,8,1694,1565,314,160
UPMC_c007_v001_r001_reg056,2551,115,2,2610,2473,178,44
UPMC_c003_v001_r001_reg027,1302,1777,11,1376,1220,1878,1678
UPMC_c004_v001_r001_reg002,1747,1075,10,1836,1646,1167,962
UPMC_c007_v001_r001_reg027,332,476,2,436,262,553,383
UPMC_c006_v001_r001_reg013,2545,1762,12,2620,2500,1844,1678
UPMC_c007_v001_r001_reg040,1392,1852,3,1571,1250,2009,1687
UPMC_c005_v001_r001_reg044,344,543,6,429,229,617,454
UPMC_c005_v001_r001_reg036,2190,1281,4,2264,2105,1359,1191
UPMC_c005_v001_r001_reg045,106,952,4,171,47,1016,901
UPMC_c007_v001_r001_reg041,680,99,2,774,585,198,16
UPMC_c007_v001_r001_reg019,3,1104,4,57,3,1297,937
UPMC_c004_v001_r001_reg058,207,6,5,385,101,117,3
UPMC_c001_v001_r001_reg034,1066,358,13,1153,1013,448,278
UPMC_c005_v001_r001_reg045,71,1521,11,119,6,1577,1439
UPMC_c001_v001_r001_reg034,1407,606,6,1532,1306,729,481
UPMC_c007_v001_r001_reg059,869,461,3,1048,729,652,360
UPMC_c001_v001_r001_reg029,251,1050,3,363,154,1151,876
UPMC_c005_v001_r001_reg016,2087,985,1,2153,2018,1051,896
UPMC_c005_v001_r001_reg002,1605,1114,11,1655,1539,1185,1059
UPMC_c005_v001_r001_reg015,255,431,3,383,127,545,307
UPMC_c004_v001_r001_reg024,197,433,1,388,86,592,317
UPMC_c007_v001_r001_reg011,2209,1334,9,2275,2144,1387,1272
UPMC_c005_v001_r001_reg012,1100,1646,1,1206,1017,1714,1516
UPMC_c007_v001_r001_reg014,2034,1661,4,2104,1976,1725,1546
UPMC_c005_v001_r001_reg009,1134,1999,2,1305,949,2011,1920
UPMC_c005_v001_r001_reg052,1506,1532,5,1584,1426,1620,1454
UPMC_c007_v001_r001_reg021,1291,1486,8,1356,1204,1592,1382
UPMC_c004_v001_r001_reg004,581,1755,6,733,515,1838,1613
UPMC_c001_v001_r001_reg023,1197,1751,1,1311,1080,1850,1621
UPMC_c006_v001_r001_reg025,2414,1262,2,2468,2343,1325,1209
UPMC_c005_v001_r001_reg023,321,662,1,490,253,748,529
UPMC_c003_v001_r001_reg018,1592,1962,13,1684,1531,2011,1844
UPMC_c007_v001_r001_reg032,851,1631,4,943,749,1736,1531
UPMC_c003_v001_r001_reg018,1523,1548,1,1623,1428,1640,1456
UPMC_c006_v001_r001_reg030,876,1991,10,937,796,2062,1873
UPMC_c001_v001_r001_reg019,2029,1620,3,2185,1836,1729,1437
UPMC_c007_v001_r001_reg006,543,391,4,647,416,515,236
UPMC_c007_v001_r001_reg005,1347,1415,1,1430,1264,1524,1336
UPMC_c002_v001_r001_reg014,1097,378,6,1200,984,488,285
UPMC_c005_v001_r001_reg013,1830,1108,8,1912,1765,1197,1029
UPMC_c002_v001_r001_reg006,650,442,7,772,557,530,330
UPMC_c006_v001_r001_reg054,1840,2151,11,1940,1773,2207,2089
UPMC_c006_v001_r001_reg058,2512,2375,4,2592,2450,2451,2295
UPMC_c005_v001_r001_reg007,683,146,10,744,618,213,79
UPMC_c006_v001_r001_reg041,652,1606,5,722,563,1688,1512
UPMC_c005_v001_r001_reg061,578,1044,6,663,473,1119,918
UPMC_c006_v001_r001_reg046,2292,2506,2,2365,2224,2577,2445
UPMC_c005_v001_r001_reg016,1893,1427,9,1976,1813,1514,1338
UPMC_c006_v001_r001_reg022,1832,1149,8,1887,1763,1206,1086
UPMC_c005_v001_r001_reg015,915,1832,4,1034,809,1928,1693
UPMC_c001_v001_r001_reg026,1331,1558,10,1405,1233,1640,1486
UPMC_c007_v001_r001_reg021,1533,1650,7,1602,1477,1728,1572
UPMC_c005_v001_r001_reg018,1616,1257,7,1754,1420,1343,1067
UPMC_c001_v001_r001_reg034,175,671,1,257,101,754,567
UPMC_c003_v001_r001_reg007,287,556,8,351,222,634,467
UPMC_c006_v001_r001_reg039,721,2069,9,820,644,2157,1994
UPMC_c003_v001_r001_reg002,2242,29,14,2392,2048,120,3
UPMC_c006_v001_r001_reg053,690,328,13,786,577,403,230
UPMC_c007_v001_r001_reg037,528,121,2,618,441,194,47
UPMC_c007_v001_r001_reg041,2489,218,9,2622,2391,344,44
UPMC_c002_v001_r001_reg001,1162,1443,6,1243,1083,1524,1364
UPMC_c006_v001_r001_reg030,435,2510,5,510,357,2579,2430
UPMC_c002_v001_r001_reg010,282,1926,10,362,207,1999,1850
UPMC_c005_v001_r001_reg003,8,1859,10,83,2,1985,1675
UPMC_c004_v001_r001_reg052,817,1025,13,931,687,1152,912
